EuroPheno.stock_id,who,pheno_date,measurement_no,stem_id,time_taken,canopy_height,stem_count,leaf_length_cm,leaf_width_cm,leaf_ligule,field_flowering_score
28088,eey9,08/07/2015,7,,13:11,,,75.7,1.0,0,
28088,eey9,08/07/2015,8,,13:12,,,71.8,1.2,0,
28088,eey9,08/07/2015,9,,13:12,,,48.0,1.0,0,
28088,eey9,08/07/2015,10,,13:13,,,20.0,0.2,0,
28092,eey9,08/07/2015,0,2,13:01,93.0,107.0,,,,0
28092,eey9,08/07/2015,7,,13:02,,,56.3,0.8,1,
28092,eey9,08/07/2015,8,,13:02,,,46.0,0.8,0,
28092,eey9,08/07/2015,9,,13:03,,,34.0,0.7,0,
27829,eey9,16/07/2015,0,2,12:22,100.0,168.0,,,,0
27829,eey9,16/07/2015,7,,12:25,,,47.0,0.7,1,
27829,eey9,16/07/2015,8,,12:26,,,39.8,0.6,0,
27829,eey9,16/07/2015,9,,12:38,,,22.7,0.3,0,
27844,eey9,16/07/2015,0,2,12:08,136.0,318.0,,,,0
27844,eey9,16/07/2015,7,,12:11,,,80.5,1.6,1,
27844,eey9,16/07/2015,8,,12:11,,,73.2,1.4,1,
27844,eey9,16/07/2015,9,,12:12,,,70.5,1.6,0,
27844,eey9,16/07/2015,10,,12:13,,,32.2,1.2,0,
27844,eey9,16/07/2015,11,,12:26,,,3.5,0.1,0,
27850,eey9,16/07/2015,0,2,12:28,147.0,286.0,,,,0
27850,eey9,16/07/2015,8,,12:31,,,75.0,1.2,1,
27850,eey9,16/07/2015,9,,12:32,,,59.8,1.2,0,
27850,eey9,16/07/2015,10,,12:32,,,32.0,0.7,0,
27850,eey9,16/07/2015,11,,12:43,,,10.2,0.2,0,
27874,eey9,16/07/2015,0,2,12:18,131.0,272.0,,,,0
27874,eey9,16/07/2015,7,,12:20,,,70.0,1.6,1,
27874,eey9,16/07/2015,8,,12:21,,,56.0,1.7,0,
27874,eey9,16/07/2015,9,,12:21,,,26.4,0.8,0,
27880,eey9,16/07/2015,0,2,12:13,124.0,168.0,,,,0
27880,eey9,16/07/2015,8,,12:16,,,63.5,2.0,1,
27880,eey9,16/07/2015,9,,12:17,,,49.0,1.4,0,
27908,eey9,16/07/2015,0,1,12:39,105.0,194.0,,,,0
27908,eey9,16/07/2015,9,,12:42,,,47.5,0.9,1,
27908,eey9,16/07/2015,10,,12:43,,,37.5,0.7,0,
27908,eey9,16/07/2015,11,,12:51,,,25.0,0.2,0,
27918,eey9,16/07/2015,0,2,12:43,141.0,306.0,,,,0
27918,eey9,16/07/2015,5,,12:47,,,76.0,0.7,1,
27918,eey9,16/07/2015,6,,12:48,,,66.5,0.9,0,
27918,eey9,16/07/2015,7,,12:48,,,40.2,0.7,0,
27918,eey9,16/07/2015,8,,12:55,,,8.6,0.1,0,
27958,eey9,16/07/2015,0,2,12:34,126.0,176.0,,,,0
27958,eey9,16/07/2015,6,,12:37,,,68.3,1.4,1,
27958,eey9,16/07/2015,7,,12:38,,,64.0,1.5,0,
27958,eey9,16/07/2015,8,,12:39,,,37.8,0.9,0,
27958,eey9,16/07/2015,9,,12:47,,,9.5,0.3,0,
27963,eey9,16/07/2015,0,2,12:53,112.0,152.0,,,,0
27963,eey9,16/07/2015,8,,12:55,,,59.6,1.9,0,
27963,eey9,16/07/2015,9,,12:56,,,39.2,1.3,0,
27986,eey9,16/07/2015,0,2,12:49,135.0,224.0,,,,0
27986,eey9,16/07/2015,7,,12:51,,,80.2,1.6,1,
27986,eey9,16/07/2015,8,,12:52,,,52.7,1.6,0,
27986,eey9,16/07/2015,9,,12:52,,,26.2,0.8,0,
28035,eey9,16/07/2015,0,1,13:04,136.0,264.0,,,,0
28035,eey9,16/07/2015,6,,13:06,,,70.5,1.8,1,
28035,eey9,16/07/2015,7,,13:07,,,72.0,1.8,1,
28035,eey9,16/07/2015,8,,13:07,,,62.0,1.9,0,
28035,eey9,16/07/2015,9,,13:07,,,37.0,1.0,0,
28040,eey9,16/07/2015,0,2,12:57,115.0,156.0,,,,0
28040,eey9,16/07/2015,8,,12:59,,,64.5,2.0,0,
28040,eey9,16/07/2015,9,,12:59,,,40.6,1.5,0,
28040,eey9,16/07/2015,10,,13:06,,,5.0,0.1,0,
28080,eey9,16/07/2015,0,2,13:13,130.0,234.0,,,,0
28088,eey9,16/07/2015,0,2,13:10,136.0,274.0,,,,0
28088,eey9,16/07/2015,7,,13:11,,,74.0,1.0,1,
28088,eey9,16/07/2015,8,,13:12,,,78.0,1.2,1,
28088,eey9,16/07/2015,9,,13:12,,,64.0,1.2,0,
28088,eey9,16/07/2015,10,,13:13,,,38.2,1.0,0,
28088,eey9,16/07/2015,11,,13:19,,,12.5,0.1,0,
28092,eey9,16/07/2015,0,2,13:01,97.0,146.0,,,,0
28092,eey9,16/07/2015,8,,13:02,,,51.0,0.7,1,
28092,eey9,16/07/2015,9,,13:03,,,46.5,0.8,0,
28092,eey9,16/07/2015,10,,13:09,,,28.0,0.6,0,
28092,eey9,16/07/2015,11,,13:09,,,9.0,0.1,0,
27829,eey9,21/07/2015,0,2,12:22,99.0,152.0,,,,0
27829,eey9,21/07/2015,8,,12:26,,,47.5,0.8,0,
27829,eey9,21/07/2015,9,,12:38,,,27.6,0.7,0,
27829,eey9,21/07/2015,10,,10:39,,,11.5,0.1,0,
27844,eey9,21/07/2015,0,2,12:08,136.0,266.0,,,,0
27844,eey9,21/07/2015,9,,12:12,,,73.6,1.6,1,
27844,eey9,21/07/2015,10,,12:13,,,48.4,1.7,0,
27844,eey9,21/07/2015,11,,12:26,,,20.0,0.7,0,
27850,eey9,21/07/2015,0,2,12:28,159.0,314.0,,,,0
27850,eey9,21/07/2015,9,,12:32,,,68.0,1.2,1,
27850,eey9,21/07/2015,10,,12:32,,,42.8,1.0,0,
27850,eey9,21/07/2015,11,,12:43,,,25.0,0.4,0,
27874,eey9,21/07/2015,0,2,12:18,138.0,250.0,,,,0
27874,eey9,21/07/2015,8,,12:21,,,63.0,1.8,0,
27874,eey9,21/07/2015,9,,12:21,,,33.8,1.2,0,
27874,eey9,21/07/2015,10,,10:35,,,5.2,0.1,0,
27880,eey9,21/07/2015,0,2,12:13,131.0,168.0,,,,0
27880,eey9,21/07/2015,9,,12:17,,,56.6,2.0,0,
27880,eey9,21/07/2015,10,,10:31,,,23.2,0.5,0,
27908,eey9,21/07/2015,0,1,12:39,111.0,192.0,,,,0
27908,eey9,21/07/2015,10,,12:43,,,44.0,0.7,0,
27908,eey9,21/07/2015,11,,12:51,,,28.5,0.6,0,
27908,eey9,21/07/2015,12,,10:52,,,14.2,0.1,0,
27918,eey9,21/07/2015,0,2,12:43,136.0,312.0,,,,0
27918,eey9,21/07/2015,6,,12:48,,,74.5,0.9,1,
27918,eey9,21/07/2015,7,,12:48,,,49.0,1.1,0,
27918,eey9,21/07/2015,8,,12:55,,,23.5,0.6,0,
27958,eey9,21/07/2015,0,2,12:34,123.0,248.0,,,,0
27958,eey9,21/07/2015,7,,12:38,,,67.0,1.5,0,
27958,eey9,21/07/2015,8,,12:39,,,39.0,1.5,0,
27958,eey9,21/07/2015,9,,12:47,,,19.3,0.7,0,
27963,eey9,21/07/2015,0,2,12:53,123.0,216.0,,,,0
27963,eey9,21/07/2015,8,,12:55,,,60.5,2.1,1,
27963,eey9,21/07/2015,9,,12:56,,,46.2,1.5,0,
27963,eey9,21/07/2015,10,,11:05,,,13.0,0.2,0,
27986,eey9,21/07/2015,0,2,12:49,144.0,292.0,,,,0
27986,eey9,21/07/2015,8,,12:52,,,65.3,1.6,0,
27986,eey9,21/07/2015,9,,12:52,,,36.5,1.3,0,
27986,eey9,21/07/2015,10,,11:02,,,6.5,0.1,0,
28035,eey9,21/07/2015,0,1,13:04,139.0,474.0,,,,0
28035,eey9,21/07/2015,8,,13:07,,,65.0,1.8,0,
28035,eey9,21/07/2015,9,,13:07,,,34.5,1.6,0,
28035,eey9,21/07/2015,10,,11:19,,,12.5,0.5,0,
28040,eey9,21/07/2015,0,2,12:57,124.0,212.0,,,,0
28040,eey9,21/07/2015,8,,12:59,,,66.5,2.0,1,
28040,eey9,21/07/2015,9,,12:59,,,49.5,1.8,0,
28040,eey9,21/07/2015,10,,13:06,,,19.5,0.7,0,
28080,eey9,21/07/2015,0,2,13:13,143.0,262.0,,,,0
28080,eey9,21/07/2015,8,,13:15,,,77.5,1.5,1,
28080,eey9,21/07/2015,9,,13:16,,,47.2,1.6,0,
28080,eey9,21/07/2015,10,,11:28,,,27.0,0.8,0,
28088,eey9,21/07/2015,0,2,13:10,146.0,348.0,,,,0
28088,eey9,21/07/2015,9,,13:12,,,71.6,1.3,0,
28088,eey9,21/07/2015,10,,13:13,,,48.2,1.1,0,
28088,eey9,21/07/2015,11,,13:19,,,24.0,0.7,0,
28092,eey9,21/07/2015,0,2,13:01,102.0,138.0,,,,0
28092,eey9,21/07/2015,9,,13:03,,,52.5,0.9,1,
28092,eey9,21/07/2015,10,,13:09,,,40.0,0.8,0,
28092,eey9,21/07/2015,11,,13:09,,,20.0,0.4,0,
27829,eey9,30/07/2015,0,2,10:53,102.0,178.0,,,,0
27829,eey9,30/07/2015,8,,10:54,,,48.0,0.7,1,
27829,eey9,30/07/2015,9,,10:54,,,39.5,0.7,0,
27829,eey9,30/07/2015,10,,10:55,,,22.7,0.3,0,
27844,eey9,30/07/2015,0,2,10:38,139.0,406.0,,,,0
27844,eey9,30/07/2015,9,,10:43,,,71.0,1.7,1,
27844,eey9,30/07/2015,10,,10:43,,,60.8,1.7,0,
27844,eey9,30/07/2015,11,,10:44,,,39.0,1.4,0,
27844,eey9,30/07/2015,12,,10:44,,,11.3,0.1,0,
27850,eey9,30/07/2015,0,2,10:57,162.0,348.0,,,,0
27850,eey9,30/07/2015,9,,11:01,,,68.5,1.4,1,
27850,eey9,30/07/2015,10,,11:01,,,58.0,1.1,0,
27850,eey9,30/07/2015,11,,11:01,,,36.7,1.0,0,
27850,eey9,30/07/2015,12,,11:02,,,16.5,0.3,0,
27874,eey9,30/07/2015,0,2,10:48,136.0,260.0,,,,0
27874,eey9,30/07/2015,8,,10:51,,,65.5,1.5,1,
27874,eey9,30/07/2015,9,,10:51,,,48.6,1.9,0,
27874,eey9,30/07/2015,10,,10:52,,,22.3,0.7,0,
27880,eey9,30/07/2015,0,2,10:45,130.0,182.0,,,,0
27880,eey9,30/07/2015,8,,10:47,,,63.0,2.0,1,
27880,eey9,30/07/2015,9,,10:48,,,59.0,2.0,1,
27880,eey9,30/07/2015,10,,10:48,,,45.0,1.3,0,
27908,eey9,30/07/2015,0,1,11:08,105.0,208.0,,,,0
27908,eey9,30/07/2015,10,,11:10,,,44.0,0.7,1,
27908,eey9,30/07/2015,11,,11:10,,,38.0,0.7,0,
27908,eey9,30/07/2015,12,,11:11,,,22.5,0.5,0,
27918,eey9,30/07/2015,0,2,11:12,141.0,292.0,,,,0
27918,eey9,30/07/2015,6,,11:14,,,74.5,0.8,1,
27918,eey9,30/07/2015,7,,11:15,,,63.0,1.2,0,
27918,eey9,30/07/2015,8,,11:16,,,38.0,1.0,0,
27918,eey9,30/07/2015,9,,11:16,,,17.0,0.2,0,
27958,eey9,30/07/2015,0,2,11:03,122.0,414.0,,,,0
27958,eey9,30/07/2015,7,,11:06,,,65.0,1.5,1,
27958,eey9,30/07/2015,8,,11:06,,,55.0,1.7,0,
27958,eey9,30/07/2015,9,,11:07,,,35.0,1.4,0,
27958,eey9,30/07/2015,10,,11:07,,,4.5,0.1,0,
27963,eey9,30/07/2015,0,2,11:22,124.0,184.0,,,,0
27963,eey9,30/07/2015,8,,11:24,,,60.0,2.1,1,
27963,eey9,30/07/2015,9,,11:24,,,57.5,2.2,0,
27963,eey9,30/07/2015,10,,11:25,,,41.0,0.8,0,
27986,eey9,30/07/2015,0,2,11:18,152.0,416.0,,,,0
27986,eey9,30/07/2015,8,,11:21,,,73.0,1.7,1,
27986,eey9,30/07/2015,9,,11:21,,,50.0,1.7,0,
27986,eey9,30/07/2015,10,,11:21,,,26.0,0.8,0,
28035,eey9,30/07/2015,0,1,11:35,140.0,420.0,,,,0
28035,eey9,30/07/2015,7,,11:37,,,70.0,1.9,1,
28035,eey9,30/07/2015,8,,11:37,,,66.0,1.8,0,
28035,eey9,30/07/2015,9,,11:38,,,54.0,1.8,0,
28035,eey9,30/07/2015,10,,11:38,,,32.0,1.0,0,
28040,eey9,30/07/2015,0,2,11:26,128.0,154.0,,,,0
28040,eey9,30/07/2015,8,,11:28,,,65.5,2.1,1,
28040,eey9,30/07/2015,9,,11:28,,,58.0,2.1,0,
28040,eey9,30/07/2015,10,,11:29,,,42.0,1.2,0,
28080,eey9,30/07/2015,0,2,11:42,148.0,332.0,,,,0
28080,eey9,30/07/2015,7,,11:45,,,76.5,1.5,1,
28080,eey9,30/07/2015,8,,11:45,,,74.0,1.5,0,
28080,eey9,30/07/2015,9,,11:46,,,66.5,1.7,0,
28080,eey9,30/07/2015,10,,11:46,,,44.5,1.3,0,
28080,eey9,30/07/2015,11,,11:47,,,9.0,0.1,0,
28088,eey9,30/07/2015,0,2,11:38,149.0,348.0,,,,0
28088,eey9,30/07/2015,9,,11:41,,,71.0,1.3,1,
28088,eey9,30/07/2015,10,,11:41,,,63.3,1.3,0,
28088,eey9,30/07/2015,11,,11:41,,,34.2,1.0,0,
28088,eey9,30/07/2015,12,,11:42,,,16.5,0.2,0,
28092,eey9,30/07/2015,0,2,11:30,106.0,168.0,,,,0
28092,eey9,30/07/2015,9,,11:31,,,52.0,0.8,1,
28092,eey9,30/07/2015,10,,11:31,,,50.0,0.9,0,
28092,eey9,30/07/2015,11,,11:31,,,33.0,0.6,0,
28092,eey9,30/07/2015,12,,11:32,,,11.5,0.1,0,
27829,eey9,06/08/2015,0,2,10:53,110.0,148.0,,,,0
27829,eey9,06/08/2015,9,,10:54,,,47.0,0.7,0,
27829,eey9,06/08/2015,10,,10:55,,,31.0,0.7,0,
27829,eey9,06/08/2015,11,,10:54,,,13.5,0.1,0,
27844,eey9,06/08/2015,0,2,10:38,136.0,452.0,,,,0
27844,eey9,06/08/2015,10,,10:43,,,63.5,1.7,1,
27844,eey9,06/08/2015,11,,10:44,,,50.0,1.9,0,
27844,eey9,06/08/2015,12,,10:44,,,27.5,1.1,0,
27850,eey9,06/08/2015,0,2,10:57,144.0,416.0,,,,0
27850,eey9,06/08/2015,10,,11:01,,,61.0,1.3,1,
27850,eey9,06/08/2015,11,,11:01,,,45.0,1.2,0,
27850,eey9,06/08/2015,12,,11:02,,,18.5,0.7,0,
27850,eey9,06/08/2015,13,,10:59,,,9.8,0.1,0,
27874,eey9,06/08/2015,0,2,10:48,129.0,352.0,,,,0
27874,eey9,06/08/2015,9,,10:51,,,55.0,1.9,1,
27874,eey9,06/08/2015,10,,10:52,,,37.5,1.4,0,
27880,eey9,06/08/2015,0,2,10:45,130.0,216.0,,,,0
27880,eey9,06/08/2015,10,,10:48,,,52.0,2.0,0,
27880,eey9,06/08/2015,11,,10:47,,,31.7,0.7,0,
27908,eey9,06/08/2015,0,1,11:08,110.0,164.0,,,,0
27908,eey9,06/08/2015,11,,11:10,,,41.0,0.7,0,
27908,eey9,06/08/2015,12,,11:11,,,30.0,0.6,0,
27908,eey9,06/08/2015,13,,11:05,,,17.0,0.2,0,
27918,eey9,06/08/2015,0,2,11:12,146.0,332.0,,,,0
27918,eey9,06/08/2015,7,,11:15,,,69.5,1.2,1,
27918,eey9,06/08/2015,8,,11:16,,,45.5,1.3,0,
27918,eey9,06/08/2015,9,,11:16,,,29.6,0.8,0,
27958,eey9,06/08/2015,0,2,11:03,126.0,480.0,,,,0
27958,eey9,06/08/2015,8,,11:06,,,59.0,1.6,1,
27958,eey9,06/08/2015,9,,11:07,,,42.0,1.6,0,
27958,eey9,06/08/2015,10,,11:07,,,21.3,0.3,0,
27963,eey9,06/08/2015,0,2,11:22,125.0,228.0,,,,0
27963,eey9,06/08/2015,9,,11:24,,,59.0,2.2,0,
27963,eey9,06/08/2015,10,,11:25,,,40.0,1.9,0,
27963,eey9,06/08/2015,11,,11:16,,,19.5,0.5,0,
27986,eey9,06/08/2015,0,2,11:18,147.0,368.0,,,,0
27986,eey9,06/08/2015,9,,11:21,,,65.0,1.8,0,
27986,eey9,06/08/2015,10,,11:21,,,43.0,1.6,0,
27986,eey9,06/08/2015,11,,11:13,,,20.0,0.1,0,
28035,eey9,06/08/2015,0,1,11:35,135.0,440.0,,,,0
28035,eey9,06/08/2015,8,,11:37,,,66.0,1.8,1,
28035,eey9,06/08/2015,9,,11:38,,,57.5,1.7,0,
28035,eey9,06/08/2015,10,,11:38,,,44.0,1.6,0,
28035,eey9,06/08/2015,11,,11:26,,,20.0,0.2,0,
28040,eey9,06/08/2015,0,2,11:26,135.0,208.0,,,,0
28040,eey9,06/08/2015,9,,11:28,,,58.0,2.0,1,
28040,eey9,06/08/2015,10,,11:29,,,43.0,2.0,0,
28040,eey9,06/08/2015,11,,11:19,,,22.5,0.1,0,
28080,eey9,06/08/2015,0,2,11:42,146.0,448.0,,,,0
28080,eey9,06/08/2015,8,,11:45,,,77.0,1.6,1,
28080,eey9,06/08/2015,9,,11:46,,,67.0,1.6,1,
28080,eey9,06/08/2015,10,,11:46,,,49.0,1.7,0,
28080,eey9,06/08/2015,11,,11:47,,,29.0,0.7,0,
28088,eey9,06/08/2015,0,2,11:38,142.0,364.0,,,,0
28088,eey9,06/08/2015,10,,11:41,,,65.0,1.3,1,
28088,eey9,06/08/2015,11,,11:41,,,48.0,1.3,0,
28088,eey9,06/08/2015,12,,11:42,,,30.6,0.8,0,
28092,eey9,06/08/2015,0,2,11:30,110.0,168.0,,,,0
28092,eey9,06/08/2015,10,,11:31,,,41.7,0.8,1,
28092,eey9,06/08/2015,11,,11:31,,,24.6,0.6,0,
27829,eey9,12/08/2015,0,2,10:53,117.0,150.0,,,,0
27829,eey9,12/08/2015,9,,10:54,,,47.5,0.7,1,
27829,eey9,12/08/2015,10,,10:55,,,38.0,0.7,0,
27829,eey9,12/08/2015,11,,10:54,,,22.0,0.3,0,
27844,eey9,12/08/2015,0,2,10:38,142.0,464.0,,,,0
27844,eey9,12/08/2015,11,,10:44,,,56.0,1.8,0,
27844,eey9,12/08/2015,12,,10:44,,,38.5,1.6,0,
27844,eey9,12/08/2015,13,,10:17,,,12.6,0.1,0,
27850,eey9,12/08/2015,0,2,10:57,155.0,424.0,,,,1
27850,eey9,12/08/2015,11,,11:01,,,48.4,1.3,1,
27850,eey9,12/08/2015,12,,11:02,,,31.5,1.1,1,
27850,eey9,12/08/2015,13,,10:59,,,18.5,0.7,1,
27874,eey9,12/08/2015,0,2,10:48,126.0,334.0,,,,0
27874,eey9,12/08/2015,10,,10:52,,,42.8,2.0,0,
27874,eey9,12/08/2015,11,,10:25,,,25.7,0.7,0,
27880,eey9,12/08/2015,0,2,10:45,131.0,210.0,,,,0
27880,eey9,12/08/2015,10,,10:48,,,55.0,1.8,1,
27880,eey9,12/08/2015,11,,10:47,,,37.5,1.6,0,
27880,eey9,12/08/2015,12,,10:22,,,6.7,0.1,0,
27908,eey9,12/08/2015,0,1,11:08,115.0,210.0,,,,0
27908,eey9,12/08/2015,11,,11:10,,,43.0,0.7,1,
27908,eey9,12/08/2015,12,,11:11,,,37.5,0.7,0,
27908,eey9,12/08/2015,13,,11:05,,,24.5,0.5,0,
27908,eey9,12/08/2015,14,,10:41,,,6.0,0.1,0,
27918,eey9,12/08/2015,0,2,11:12,156.0,376.0,,,,0
27918,eey9,12/08/2015,8,,11:16,,,57.5,1.3,0,
27918,eey9,12/08/2015,9,,11:16,,,37.5,1.2,0,
27918,eey9,12/08/2015,10,,10:45,,,8.5,0.1,0,
27958,eey9,12/08/2015,0,2,11:03,125.0,348.0,,,,0
27958,eey9,12/08/2015,9,,11:07,,,50.3,1.8,0,
27958,eey9,12/08/2015,10,,11:07,,,31.3,0.9,0,
27958,eey9,12/08/2015,11,,10:38,,,3.4,0.1,0,
27963,eey9,12/08/2015,0,2,11:22,130.0,224.0,,,,0
27963,eey9,12/08/2015,9,,11:24,,,58.0,2.4,1,
27963,eey9,12/08/2015,10,,11:25,,,52.0,2.3,1,
27963,eey9,12/08/2015,11,,11:16,,,36.0,1.0,0,
27986,eey9,12/08/2015,0,2,11:18,152.0,308.0,,,,0
27986,eey9,12/08/2015,9,,11:21,,,67.5,1.8,1,
27986,eey9,12/08/2015,10,,11:21,,,51.5,1.7,0,
27986,eey9,12/08/2015,11,,11:13,,,27.5,0.8,0,
28035,eey9,12/08/2015,0,1,11:35,128.0,472.0,,,,0
28035,eey9,12/08/2015,9,,11:38,,,57.5,1.8,1,
28035,eey9,12/08/2015,10,,11:38,,,46.0,1.9,1,
28035,eey9,12/08/2015,11,,11:26,,,29.0,2.0,1,
28035,eey9,12/08/2015,12,,11:01,,,15.0,0.1,0,
28040,eey9,12/08/2015,0,2,11:26,123.0,304.0,,,,0
28040,eey9,12/08/2015,10,,11:29,,,53.0,2.2,1,
28040,eey9,12/08/2015,11,,11:19,,,33.0,1.2,0,
28080,eey9,12/08/2015,0,2,11:42,149.0,376.0,,,,0
28080,eey9,12/08/2015,10,,11:46,,,58.5,1.8,0,
28080,eey9,12/08/2015,11,,11:47,,,37.5,0.7,0,
28088,eey9,12/08/2015,0,2,11:38,152.0,320.0,,,,0
28088,eey9,12/08/2015,11,,11:41,,,56.0,1.4,1,
28088,eey9,12/08/2015,12,,11:42,,,33.1,1.4,0,
28088,eey9,12/08/2015,13,,11:06,,,18.5,0.4,0,
28092,eey9,12/08/2015,0,2,11:30,100.0,152.0,,,,0
28092,eey9,12/08/2015,11,,11:31,,,47.5,1.0,1,
28092,eey9,12/08/2015,12,,11:32,,,33.0,0.6,0,
28092,eey9,12/08/2015,13,,10:57,,,3.5,0.5,0,
27829,eey9,24/08/2015,0,2,12:05,110.0,178.0,,,,0
27829,eey9,24/08/2015,10,,12:07,,,44.0,0.7,1,
27829,eey9,24/08/2015,11,,12:07,,,34.0,0.8,0,
27829,eey9,24/08/2015,12,,12:07,,,17.0,0.3,0,
27844,eey9,24/08/2015,0,2,11:53,142.0,500.0,,,,0
27844,eey9,24/08/2015,11,,11:54,,,58.0,1.8,1,
27844,eey9,24/08/2015,12,,11:54,,,55.0,1.8,0,
27844,eey9,24/08/2015,13,,11:54,,,36.0,1.4,0,
27844,eey9,24/08/2015,14,,11:55,,,5.5,0.1,0,
27850,eey9,24/08/2015,0,2,12:08,143.0,358.0,,,,2
27850,eey9,24/08/2015,11,,12:12,,,47.0,1.9,1,
27850,eey9,24/08/2015,12,,12:12,,,30.0,1.1,1,
27850,eey9,24/08/2015,13,,12:12,,,18.0,0.5,1,
27874,eey9,24/08/2015,0,2,12:00,120.0,232.0,,,,2
27874,eey9,24/08/2015,10,,12:01,,,44.0,1.9,1,
27874,eey9,24/08/2015,11,,12:01,,,29.0,1.5,1,
27874,eey9,24/08/2015,12,,12:02,,,13.5,0.8,1,
27880,eey9,24/08/2015,0,2,11:55,130.0,242.0,,,,1
27880,eey9,24/08/2015,11,,11:57,,,43.5,1.9,1,
27880,eey9,24/08/2015,12,,11:57,,,26.0,1.4,1,
27880,eey9,24/08/2015,13,,11:58,,,10.1,0.4,1,
27908,eey9,24/08/2015,0,1,12:17,114.0,180.0,,,,0
27908,eey9,24/08/2015,12,,12:20,,,43.5,0.7,1,
27908,eey9,24/08/2015,13,,12:20,,,36.0,0.6,0,
27908,eey9,24/08/2015,14,,12:21,,,24.0,0.6,0,
27918,eey9,24/08/2015,0,2,12:21,155.0,396.0,,,,2
27918,eey9,24/08/2015,8,,12:24,,,61.0,1.4,1,
27918,eey9,24/08/2015,9,,12:25,,,48.0,1.3,0,
27918,eey9,24/08/2015,10,,12:25,,,27.0,0.6,0,
27958,eey9,24/08/2015,0,2,12:14,120.0,300.0,,,,2
27958,eey9,24/08/2015,9,,12:15,,,51.0,1.8,1,
27958,eey9,24/08/2015,10,,12:16,,,39.0,1.8,1,
27958,eey9,24/08/2015,11,,12:17,,,20.0,1.0,1,
27958,eey9,24/08/2015,12,,12:17,,,6.7,0.2,1,
27963,eey9,24/08/2015,0,2,12:34,133.0,158.0,,,,1
27963,eey9,24/08/2015,10,,12:35,,,51.0,2.3,1,
27963,eey9,24/08/2015,11,,12:35,,,39.5,1.5,1,
27963,eey9,24/08/2015,12,,12:36,,,17.5,0.5,1,
27986,eey9,24/08/2015,0,2,12:27,143.0,204.0,,,,0
27986,eey9,24/08/2015,9,,12:28,,,67.0,1.9,1,
27986,eey9,24/08/2015,10,,12:28,,,60.0,1.9,1,
27986,eey9,24/08/2015,11,,12:28,,,42.0,1.8,0,
27986,eey9,24/08/2015,12,,12:29,,,13.5,0.1,0,
28035,eey9,24/08/2015,0,1,12:48,139.0,336.0,,,,2
28035,eey9,24/08/2015,11,,12:50,,,29.5,1.5,1,
28035,eey9,24/08/2015,12,,12:51,,,14.5,0.8,1,
28040,eey9,24/08/2015,0,2,12:37,128.0,280.0,,,,1
28040,eey9,24/08/2015,10,,12:40,,,53.0,2.0,1,
28040,eey9,24/08/2015,11,,12:42,,,37.0,1.8,1,
28040,eey9,24/08/2015,12,,12:43,,,20.0,1.0,1,
28080,eey9,24/08/2015,0,2,13:00,150.0,320.0,,,,0
28080,eey9,24/08/2015,10,,13:03,,,63.0,1.9,1,
28080,eey9,24/08/2015,11,,13:03,,,53.0,1.9,1,
28080,eey9,24/08/2015,12,,13:04,,,35.0,1.0,0,
28088,eey9,24/08/2015,0,2,12:55,145.0,412.0,,,,1
28088,eey9,24/08/2015,10,,12:57,,,63.0,1.4,1,
28088,eey9,24/08/2015,11,,12:57,,,55.0,1.4,1,
28088,eey9,24/08/2015,12,,12:57,,,44.0,1.3,1,
28088,eey9,24/08/2015,13,,12:57,,,30.0,0.9,1,
28088,eey9,24/08/2015,14,,12:58,,,14.0,0.3,1,
28092,eey9,24/08/2015,0,2,12:44,120.0,138.0,,,,0
28092,eey9,24/08/2015,11,,12:45,,,48.0,1.1,1,
28092,eey9,24/08/2015,12,,12:46,,,43.0,0.9,1,
28092,eey9,24/08/2015,13,,12:46,,,31.0,0.8,0,
28092,eey9,24/08/2015,14,,12:47,,,14.0,0.2,0,
27829,eey9,15/09/2015,0,2,10:18,126.0,154.0,,,,0
27829,eey9,15/09/2015,10,,10:22,,,46.0,0.7,1,
27829,eey9,15/09/2015,11,,10:22,,,40.5,0.7,1,
27829,eey9,15/09/2015,12,,10:23,,,30.5,0.8,0,
27829,eey9,15/09/2015,13,,10:23,,,17.5,0.4,0,
27844,eey9,15/09/2015,0,2,10:08,142.0,372.0,,,,2
27844,eey9,15/09/2015,12,,10:11,,,56.0,1.8,1,
27844,eey9,15/09/2015,13,,10:11,,,49.0,2.0,1,
27844,eey9,15/09/2015,14,,10:12,,,37.0,1.6,1,
27844,eey9,15/09/2015,15,,10:12,,,19.5,0.3,0,
27850,eey9,15/09/2015,0,2,10:23,148.0,436.0,,,,3
27874,eey9,15/09/2015,0,2,10:15,147.0,264.0,,,,3
27880,eey9,15/09/2015,0,2,10:12,148.0,180.0,,,,3
27908,eey9,15/09/2015,0,1,10:30,117.0,172.0,,,,0
27908,eey9,15/09/2015,12,,10:33,,,43.0,0.7,1,
27908,eey9,15/09/2015,13,,10:33,,,41.0,0.7,1,
27908,eey9,15/09/2015,14,,10:34,,,38.0,0.7,1,
27908,eey9,15/09/2015,15,,10:34,,,23.0,0.6,0,
27908,eey9,15/09/2015,16,,10:34,,,9.5,0.1,0,
27918,eey9,15/09/2015,0,2,10:35,152.0,57.0,,,,3
27918,eey9,15/09/2015,9,,10:37,,,53.0,1.2,1,
27918,eey9,15/09/2015,10,,10:37,,,38.0,1.1,1,
