EuroPheno.stock_id,pheno_date,time_taken,who,pseudo_rep_no,canopy_height,leaf_ligule,stem_count,leaf_length_cm,leaf_width_cm,fresh_weight_plant,fresh_weight_sub_sample,field_flowering_score
71,10/07/2015,15:29,eey9,9,,0,,17.0,0.3,,,
72,10/07/2015,15:29,eey9,,113.0,0,33,,,,,
72,10/07/2015,15:31,eey9,1,,0,,,,,,
72,10/07/2015,15:31,eey9,2,,0,,,,,,
72,10/07/2015,15:31,eey9,3,,0,,,,,,
72,10/07/2015,15:31,eey9,4,,1,,76.5,1.6,,,
72,10/07/2015,15:31,eey9,5,,0,,76.1,2.1,,,
72,10/07/2015,15:32,eey9,6,,0,,56.3,1.7,,,
72,10/07/2015,15:33,eey9,7,,0,,34.5,1.2,,,
72,10/07/2015,15:33,eey9,8,,0,,11.0,0.1,,,
73,10/07/2015,15:34,eey9,,111.0,0,22,,,,,
73,10/07/2015,15:35,eey9,1,,0,,,,,,
73,10/07/2015,15:35,eey9,2,,0,,,,,,
73,10/07/2015,15:35,eey9,3,,0,,,,,,
73,10/07/2015,15:35,eey9,4,,1,,83.5,1.8,,,
73,10/07/2015,15:36,eey9,5,,0,,73.8,1.7,,,
73,10/07/2015,15:37,eey9,6,,0,,58.0,1.6,,,
73,10/07/2015,15:37,eey9,7,,0,,26.5,0.3,,,
131,10/07/2015,15:38,eey9,,140.0,0,17,,,,,
131,10/07/2015,15:40,eey9,1,,0,,,,,,
131,10/07/2015,15:40,eey9,2,,0,,,,,,
131,10/07/2015,15:40,eey9,3,,0,,,,,,
131,10/07/2015,15:40,eey9,4,,0,,,,,,
131,10/07/2015,15:41,eey9,5,,0,,,,,,
131,10/07/2015,15:41,eey9,6,,1,,77.8,3.3,,,
131,10/07/2015,15:41,eey9,7,,0,,81.0,3.2,,,
131,10/07/2015,15:42,eey9,8,,0,,60.6,3.0,,,
131,10/07/2015,15:42,eey9,9,,0,,33.0,1.0,,,
132,10/07/2015,15:42,eey9,,124.0,0,12,,,,,
133,10/07/2015,15:42,eey9,,147.0,0,29,,,,,
133,10/07/2015,15:44,eey9,1,,0,,,,,,
133,10/07/2015,15:44,eey9,2,,0,,,,,,
133,10/07/2015,15:44,eey9,3,,0,,,,,,
133,10/07/2015,15:44,eey9,4,,1,,62.0,2.0,,,
133,10/07/2015,15:44,eey9,5,,0,,61.5,2.2,,,
133,10/07/2015,15:45,eey9,6,,0,,37.0,1.8,,,
133,10/07/2015,15:46,eey9,7,,0,,10.0,0.1,,,
132,10/07/2015,15:47,eey9,1,,0,,,,,,
132,10/07/2015,15:47,eey9,2,,0,,,,,,
132,10/07/2015,15:47,eey9,3,,0,,,,,,
132,10/07/2015,15:47,eey9,4,,0,,,,,,
132,10/07/2015,15:48,eey9,5,,0,,,,,,
132,10/07/2015,15:48,eey9,6,,1,,62.0,2.3,,,
132,10/07/2015,15:48,eey9,7,,0,,54.2,2.2,,,
132,10/07/2015,15:48,eey9,8,,0,,31.6,1.3,,,
141,10/07/2015,15:49,eey9,,118.0,0,35,,,,,
141,10/07/2015,16:01,eey9,1,,0,,,,,,
141,10/07/2015,16:01,eey9,2,,0,,,,,,
141,10/07/2015,16:01,eey9,3,,0,,,,,,
141,10/07/2015,16:01,eey9,4,,0,,,,,,
141,10/07/2015,16:01,eey9,5,,1,,68.0,2.3,,,
141,10/07/2015,16:02,eey9,6,,1,,82.0,2.2,,,
141,10/07/2015,16:02,eey9,7,,0,,77.0,2.2,,,
141,10/07/2015,16:03,eey9,8,,0,,54.5,1.8,,,
141,10/07/2015,16:03,eey9,9,,0,,30.5,0.8,,,
142,10/07/2015,16:03,eey9,,118.0,0,33,,,,,2
142,10/07/2015,16:05,eey9,1,,0,,,,,,
142,10/07/2015,16:05,eey9,2,,0,,,,,,
142,10/07/2015,16:05,eey9,3,,0,,,,,,
142,10/07/2015,16:05,eey9,4,,0,,,,,,
142,10/07/2015,16:06,eey9,5,,1,,86.8,2.0,,,
142,10/07/2015,16:06,eey9,6,,0,,78.0,2.0,,,
142,10/07/2015,16:06,eey9,7,,0,,58.8,1.6,,,
142,10/07/2015,16:07,eey9,8,,0,,36.4,0.6,,,
142,10/07/2015,16:07,eey9,9,,0,,7.3,0.1,,,
143,10/07/2015,16:07,eey9,,107.0,0,42,,,,,
143,10/07/2015,16:09,eey9,1,,0,,,,,,
143,10/07/2015,16:09,eey9,2,,0,,,,,,
143,10/07/2015,16:09,eey9,3,,0,,,,,,
143,10/07/2015,16:10,eey9,4,,0,,,,,,
143,10/07/2015,16:10,eey9,5,,1,,66.0,1.8,,,
143,10/07/2015,16:10,eey9,6,,0,,75.5,2.0,,,
143,10/07/2015,16:10,eey9,7,,0,,60.6,1.8,,,
143,10/07/2015,16:11,eey9,8,,0,,41.1,1.0,,,
143,10/07/2015,16:11,eey9,9,,0,,18.5,0.2,,,
151,10/07/2015,16:11,eey9,,163.0,0,28,,,,,
151,10/07/2015,16:13,eey9,1,,0,,,,,,
151,10/07/2015,16:13,eey9,2,,0,,,,,,
151,10/07/2015,16:13,eey9,3,,0,,,,,,
151,10/07/2015,16:13,eey9,4,,1,,74.5,2.6,,,
151,10/07/2015,16:15,eey9,5,,1,,82.0,2.3,,,
151,10/07/2015,16:15,eey9,6,,0,,39.0,2.6,,,
151,10/07/2015,16:16,eey9,7,,0,,48.0,2.2,,,
151,10/07/2015,16:16,eey9,8,,0,,26.0,1.0,,,
152,10/07/2015,16:17,eey9,,138.0,0,31,,,,,
152,10/07/2015,16:18,eey9,1,,0,,,,,,
152,10/07/2015,16:18,eey9,2,,0,,,,,,
152,10/07/2015,16:18,eey9,3,,0,,,,,,
152,10/07/2015,16:18,eey9,4,,0,,,,,,
152,10/07/2015,16:19,eey9,5,,1,,81.0,2.5,,,
152,10/07/2015,16:19,eey9,6,,1,,83.5,2.8,,,
152,10/07/2015,16:19,eey9,7,,0,,66.5,2.0,,,
152,10/07/2015,16:20,eey9,8,,0,,36.0,2.5,,,
152,10/07/2015,16:20,eey9,9,,0,,14.5,0.1,,,
153,10/07/2015,16:21,eey9,,141.0,0,32,,,,,
153,10/07/2015,16:22,eey9,1,,0,,,,,,
153,10/07/2015,16:22,eey9,2,,0,,,,,,
153,10/07/2015,16:22,eey9,3,,0,,,,,,
153,10/07/2015,16:23,eey9,4,,0,,,,,,
153,10/07/2015,16:23,eey9,5,,0,,,,,,
153,10/07/2015,16:23,eey9,6,,1,,79.0,2.6,,,
153,10/07/2015,16:23,eey9,7,,0,,86.0,2.6,,,
153,10/07/2015,16:25,eey9,8,,0,,64.0,2.2,,,
153,10/07/2015,16:26,eey9,9,,0,,35.9,1.3,,,
161,10/07/2015,16:26,eey9,,135.0,0,42,,,,,
161,10/07/2015,16:28,eey9,1,,0,,,,,,
161,10/07/2015,16:28,eey9,2,,0,,,,,,
161,10/07/2015,16:28,eey9,3,,0,,,,,,
161,10/07/2015,16:28,eey9,4,,0,,,,,,
161,10/07/2015,16:29,eey9,5,,1,,71.0,1.8,,,
161,10/07/2015,16:29,eey9,6,,0,,67.4,1.7,,,
161,10/07/2015,16:29,eey9,7,,0,,43.4,1.3,,,
161,10/07/2015,16:30,eey9,8,,0,,17.0,0.3,,,
162,10/07/2015,16:30,eey9,,131.0,0,42,,,,,
162,10/07/2015,16:31,eey9,1,,0,,,,,,
162,10/07/2015,16:31,eey9,2,,0,,,,,,
162,10/07/2015,16:31,eey9,3,,0,,,,,,
162,10/07/2015,16:32,eey9,4,,0,,,,,,
162,10/07/2015,16:32,eey9,5,,1,,77.3,2.1,,,
162,10/07/2015,16:32,eey9,6,,0,,84.5,2.2,,,
162,10/07/2015,16:33,eey9,7,,0,,65.6,1.8,,,
162,10/07/2015,16:33,eey9,8,,0,,42.5,1.5,,,
162,10/07/2015,16:33,eey9,9,,0,,19.7,0.2,,,
163,10/07/2015,16:34,eey9,,139.0,0,58,,,,,
163,10/07/2015,16:35,eey9,1,,0,,,,,,
163,10/07/2015,16:35,eey9,2,,0,,,,,,
163,10/07/2015,16:35,eey9,3,,0,,,,,,
163,10/07/2015,16:35,eey9,4,,0,,,,,,
163,10/07/2015,16:35,eey9,5,,1,,91.0,2.2,,,
163,10/07/2015,16:36,eey9,6,,0,,82.5,2.4,,,
163,10/07/2015,16:36,eey9,7,,0,,81.0,2.1,,,
163,10/07/2015,16:37,eey9,8,,0,,52.1,1.3,,,
163,10/07/2015,16:37,eey9,9,,0,,17.2,0.1,,,
171,10/07/2015,16:37,eey9,,160.0,0,20,,,,,
171,10/07/2015,16:39,eey9,1,,0,,,,,,
171,10/07/2015,16:39,eey9,2,,0,,,,,,
171,10/07/2015,16:39,eey9,3,,0,,,,,,
171,10/07/2015,16:39,eey9,4,,0,,,,,,
171,10/07/2015,16:40,eey9,5,,0,,,,,,
171,10/07/2015,16:40,eey9,6,,1,,78.5,2.6,,,
171,10/07/2015,16:40,eey9,7,,0,,87.5,3.0,,,
171,10/07/2015,16:40,eey9,8,,0,,75.0,2.7,,,
171,10/07/2015,16:41,eey9,9,,0,,53.0,1.9,,,
171,10/07/2015,16:41,eey9,10,,0,,27.5,0.3,,,
172,10/07/2015,16:43,eey9,,154.0,0,27,,,,,
172,10/07/2015,16:45,eey9,1,,0,,,,,,
172,10/07/2015,16:45,eey9,2,,0,,,,,,
172,10/07/2015,16:45,eey9,3,,0,,,,,,
172,10/07/2015,16:45,eey9,4,,0,,,,,,
172,10/07/2015,16:45,eey9,5,,1,,68.5,2.6,,,
172,10/07/2015,16:45,eey9,6,,0,,80.0,2.6,,,
172,10/07/2015,16:46,eey9,7,,0,,83.0,2.6,,,
172,10/07/2015,16:47,eey9,8,,0,,65.5,2.4,,,
172,10/07/2015,16:48,eey9,9,,0,,38.0,1.1,,,
173,10/07/2015,16:48,eey9,,156.0,0,17,,,,,
173,10/07/2015,16:48,eey9,1,,0,,,,,,
173,10/07/2015,16:48,eey9,2,,0,,,,,,
173,10/07/2015,16:49,eey9,3,,0,,,,,,
173,10/07/2015,16:49,eey9,4,,0,,,,,,
173,10/07/2015,16:49,eey9,5,,1,,78.5,2.7,,,
173,10/07/2015,16:49,eey9,6,,0,,94.0,2.7,,,
173,10/07/2015,16:51,eey9,7,,0,,92.0,2.5,,,
173,10/07/2015,16:51,eey9,8,,0,,56.0,2.2,,,
173,10/07/2015,16:52,eey9,9,,0,,25.0,0.7,,,
181,10/07/2015,16:52,eey9,,105.0,0,34,,,,,
181,10/07/2015,16:53,eey9,1,,0,,,,,,
181,10/07/2015,16:53,eey9,2,,0,,,,,,
181,10/07/2015,16:53,eey9,3,,0,,,,,,
181,10/07/2015,16:53,eey9,4,,0,,,,,,
181,10/07/2015,16:53,eey9,5,,1,,74.6,2.2,,,
181,10/07/2015,16:54,eey9,6,,0,,81.3,2.2,,,
181,10/07/2015,16:55,eey9,7,,0,,62.2,2.1,,,
181,10/07/2015,16:55,eey9,8,,0,,45.6,1.5,,,
181,10/07/2015,16:55,eey9,9,,0,,18.5,0.3,,,
182,10/07/2015,16:56,eey9,,136.0,0,57,,,,,
182,10/07/2015,16:57,eey9,1,,0,,,,,,
182,10/07/2015,16:57,eey9,2,,0,,,,,,
182,10/07/2015,16:57,eey9,3,,0,,,,,,
182,10/07/2015,16:57,eey9,4,,1,,82.2,2.1,,,
182,10/07/2015,16:58,eey9,5,,0,,87.5,2.3,,,
182,10/07/2015,16:58,eey9,6,,0,,68.5,1.8,,,
182,10/07/2015,16:59,eey9,7,,0,,48.0,1.2,,,
182,10/07/2015,16:59,eey9,8,,0,,10.5,0.1,,,
183,10/07/2015,17:00,eey9,,124.0,0,42,,,,,2
183,10/07/2015,17:00,eey9,1,,0,,,,,,
183,10/07/2015,17:00,eey9,2,,0,,,,,,
183,10/07/2015,17:00,eey9,3,,0,,,,,,
183,10/07/2015,17:01,eey9,4,,0,,,,,,
183,10/07/2015,17:01,eey9,5,,1,,77.0,2.5,,,
183,10/07/2015,17:01,eey9,6,,1,,90.1,2.6,,,
183,10/07/2015,17:02,eey9,7,,0,,83.0,2.4,,,
183,10/07/2015,17:02,eey9,8,,0,,63.0,2.2,,,
183,10/07/2015,17:02,eey9,9,,0,,39.0,1.0,,,
183,10/07/2015,17:02,eey9,10,,0,,11.6,0.3,,,
