EuroPheno.stock_id,pheno_date,time_taken,who,pseudo_rep_no,canopy_height,leaf_ligule,stem_count,leaf_length_cm,leaf_width_cm,stem_id
32,19/06/2015,13:56,eey9,,100.0,0,39,,,
32,19/06/2015,13:57,eey9,1,,0,,,,
32,19/06/2015,13:57,eey9,2,,0,,,,
32,19/06/2015,13:57,eey9,3,,0,,,,
32,19/06/2015,13:57,eey9,4,,1,,71.0,1.8,
32,19/06/2015,13:58,eey9,5,,0,,77.0,2.0,
32,19/06/2015,13:58,eey9,6,,0,,47.7,1.5,
32,19/06/2015,13:58,eey9,7,,0,,18.0,0.5,
33,19/06/2015,13:59,eey9,,87.0,0,22,,,
33,19/06/2015,14:19,eey9,1,,0,,,,
33,19/06/2015,14:19,eey9,2,,0,,,,
33,19/06/2015,14:20,eey9,3,,0,,,,
33,19/06/2015,14:20,eey9,4,,1,,69.0,2.2,
33,19/06/2015,14:20,eey9,5,,0,,67.0,1.8,
33,19/06/2015,14:20,eey9,6,,0,,39.5,1.5,
33,19/06/2015,14:21,eey9,7,,0,,20.3,0.5,
41,19/06/2015,14:22,eey9,,75.0,0,17,,,
41,19/06/2015,14:23,eey9,1,,0,,,,
41,19/06/2015,14:23,eey9,2,,0,,,,
41,19/06/2015,14:23,eey9,3,,1,,49.2,2.6,
41,19/06/2015,14:24,eey9,4,,1,,62.5,2.5,
41,19/06/2015,14:24,eey9,5,,0,,67.5,2.6,
41,19/06/2015,14:24,eey9,6,,0,,35.6,2.5,
42,19/06/2015,14:25,eey9,,96.0,0,22,,,
42,19/06/2015,14:25,eey9,1,,0,,,,
42,19/06/2015,14:26,eey9,2,,0,,,,
42,19/06/2015,14:26,eey9,3,,1,,42.5,2.2,
42,19/06/2015,14:26,eey9,4,,1,,54.6,2.5,
42,19/06/2015,14:26,eey9,5,,1,,62.0,2.6,
42,19/06/2015,14:27,eey9,6,,0,,52.6,2.5,
42,19/06/2015,14:27,eey9,7,,0,,33.1,2.0,
43,19/06/2015,14:28,eey9,,92.0,0,18,,,
43,19/06/2015,14:29,eey9,1,,0,,,,
43,19/06/2015,14:29,eey9,2,,0,,,,
43,19/06/2015,14:29,eey9,3,,0,,,,
43,19/06/2015,14:29,eey9,4,,1,,65.5,3.0,
43,19/06/2015,14:30,eey9,5,,0,,68.0,2.7,
43,19/06/2015,14:30,eey9,6,,0,,41.0,2.6,
51,19/06/2015,14:31,eey9,,95.0,0,25,,,
51,19/06/2015,14:32,eey9,1,,0,,,,
51,19/06/2015,14:32,eey9,2,,0,,,,
51,19/06/2015,14:32,eey9,3,,0,,,,
51,19/06/2015,14:32,eey9,4,,0,,,,
51,19/06/2015,14:32,eey9,5,,1,,71.3,2.8,
51,19/06/2015,14:32,eey9,6,,0,,70.2,3.2,
51,19/06/2015,14:33,eey9,7,,0,,54.0,3.0,
52,19/06/2015,14:33,eey9,,94.0,0,24,,,
52,19/06/2015,14:34,eey9,1,,0,,,,
52,19/06/2015,14:34,eey9,2,,0,,,,
52,19/06/2015,14:34,eey9,3,,1,,56.0,2.7,
52,19/06/2015,14:35,eey9,4,,1,,72.3,3.0,
52,19/06/2015,14:35,eey9,5,,0,,71.2,2.7,
52,19/06/2015,14:36,eey9,6,,0,,43.9,2.7,
53,19/06/2015,14:36,eey9,,92.0,0,31,,,
53,19/06/2015,14:37,eey9,1,,0,,,,
53,19/06/2015,14:38,eey9,2,,0,,,,
53,19/06/2015,14:38,eey9,3,,0,,,,
53,19/06/2015,14:38,eey9,4,,1,,44.6,2.2,
53,19/06/2015,14:38,eey9,5,,1,,55.6,2.5,
53,19/06/2015,14:39,eey9,6,,0,,45.6,2.2,
61,19/06/2015,14:40,eey9,,83.0,0,25,,,
61,19/06/2015,14:41,eey9,1,,0,,,,
61,19/06/2015,14:41,eey9,2,,0,,,,
61,19/06/2015,14:41,eey9,3,,1,,46.4,1.7,
61,19/06/2015,14:42,eey9,4,,1,,67.2,1.9,
61,19/06/2015,14:42,eey9,5,,0,,81.3,2.0,
61,19/06/2015,14:43,eey9,6,,0,,51.9,1.8,
61,19/06/2015,14:43,eey9,7,,0,,30.6,0.9,
62,19/06/2015,14:43,eey9,,86.0,0,16,,,
62,19/06/2015,14:44,eey9,1,,0,,,,
62,19/06/2015,14:44,eey9,2,,0,,,,
62,19/06/2015,14:44,eey9,3,,1,,46.4,1.8,
62,19/06/2015,14:45,eey9,4,,1,,63.6,2.0,
62,19/06/2015,14:45,eey9,5,,1,,80.2,2.2,
62,19/06/2015,14:45,eey9,6,,0,,64.0,2.1,
62,19/06/2015,14:46,eey9,7,,0,,42.5,1.7,
63,19/06/2015,14:46,eey9,,88.0,0,16,,,
63,19/06/2015,14:46,eey9,1,,0,,,,
63,19/06/2015,14:47,eey9,2,,0,,,,
63,19/06/2015,14:47,eey9,3,,1,,67.5,1.8,
63,19/06/2015,14:47,eey9,4,,0,,81.5,1.8,
63,19/06/2015,14:47,eey9,5,,0,,54.5,1.4,
63,19/06/2015,14:48,eey9,6,,0,,20.5,0.9,
71,19/06/2015,14:48,eey9,,95.0,0,40,,,2
71,19/06/2015,14:51,eey9,1,,1,,9.3,0.8,
71,19/06/2015,14:52,eey9,2,,1,,29.2,1.3,
71,19/06/2015,14:53,eey9,3,,1,,10.5,1.6,
71,19/06/2015,14:53,eey9,4,,1,,28.2,1.6,
71,19/06/2015,14:53,eey9,5,,0,,49.3,1.8,
71,19/06/2015,14:54,eey9,6,,0,,45.0,1.5,
72,19/06/2015,14:54,eey9,,90.0,0,24,,,
72,19/06/2015,14:55,eey9,1,,0,,,,
72,19/06/2015,14:55,eey9,2,,0,,,,
72,19/06/2015,14:55,eey9,3,,1,,67.2,1.8,
72,19/06/2015,14:55,eey9,4,,0,,71.2,1.7,
72,19/06/2015,14:56,eey9,5,,0,,42.3,1.3,
73,19/06/2015,14:56,eey9,,79.0,0,11,,,
73,19/06/2015,14:56,eey9,1,,0,,,,
73,19/06/2015,14:56,eey9,2,,1,,36.5,1.5,
73,19/06/2015,14:57,eey9,3,,1,,66.6,1.8,
73,19/06/2015,14:57,eey9,4,,0,,61.2,1.6,
73,19/06/2015,14:57,eey9,5,,0,,42.0,1.4,
81,19/06/2015,14:58,eey9,,88.0,0,32,,,
81,19/06/2015,14:59,eey9,1,,0,,,,
81,19/06/2015,14:59,eey9,2,,0,,,,
81,19/06/2015,14:59,eey9,3,,1,,41.5,2.0,
81,19/06/2015,14:59,eey9,4,,1,,58.0,2.6,
81,19/06/2015,15:00,eey9,5,,0,,42.0,2.7,
82,19/06/2015,15:00,eey9,,100.0,0,34,,,
82,19/06/2015,15:01,eey9,1,,0,,,,
82,19/06/2015,15:01,eey9,2,,0,,,,
82,19/06/2015,15:01,eey9,3,,0,,,,
82,19/06/2015,15:01,eey9,4,,1,,57.7,2.0,
82,19/06/2015,15:01,eey9,5,,1,,68.2,2.3,
82,19/06/2015,15:02,eey9,6,,0,,42.5,2.7,
83,19/06/2015,15:03,eey9,,90.0,0,28,,,
83,19/06/2015,15:03,eey9,1,,0,,,,
83,19/06/2015,15:04,eey9,2,,0,,,,
83,19/06/2015,15:04,eey9,3,,1,,38.2,2.2,
83,19/06/2015,15:04,eey9,4,,1,,56.7,2.3,
83,19/06/2015,15:05,eey9,5,,0,,49.2,2.3,
91,19/06/2015,15:05,eey9,,90.0,0,56,,,
91,19/06/2015,15:06,eey9,1,,0,,,,
91,19/06/2015,15:06,eey9,2,,0,,,,
91,19/06/2015,15:06,eey9,3,,0,,,,
91,19/06/2015,15:06,eey9,4,,1,,69.0,2.4,
91,19/06/2015,15:07,eey9,5,,0,,84.2,2.3,
91,19/06/2015,15:07,eey9,6,,0,,67.2,1.8,
91,19/06/2015,15:07,eey9,7,,0,,34.0,1.2,
92,19/06/2015,15:08,eey9,,82.0,0,16,,,
92,19/06/2015,15:08,eey9,1,,0,,,,
92,19/06/2015,15:08,eey9,2,,1,,60.5,2.0,
92,19/06/2015,15:09,eey9,3,,1,,72.7,2.0,
92,19/06/2015,15:09,eey9,4,,0,,59.3,1.8,
92,19/06/2015,15:09,eey9,5,,0,,34.2,1.2,
93,19/06/2015,15:10,eey9,,87.0,0,19,,,
93,19/06/2015,15:11,eey9,1,,0,,,,
93,19/06/2015,15:11,eey9,2,,0,,,,
93,19/06/2015,15:11,eey9,3,,1,,63.1,2.1,
93,19/06/2015,15:11,eey9,4,,0,,69.2,1.8,
93,19/06/2015,15:12,eey9,5,,0,,51.8,1.5,
93,19/06/2015,15:12,eey9,6,,0,,31.7,1.0,
101,19/06/2015,15:13,eey9,,91.0,0,12,,,
101,19/06/2015,15:14,eey9,1,,0,,,,
101,19/06/2015,15:14,eey9,2,,0,,,,
101,19/06/2015,15:14,eey9,3,,1,,57.2,2.3,
101,19/06/2015,15:15,eey9,4,,0,,60.7,2.3,
101,19/06/2015,15:15,eey9,5,,0,,26.0,1.8,
102,19/06/2015,15:15,eey9,,91.0,0,15,,,
102,19/06/2015,15:16,eey9,1,,0,,,,
102,19/06/2015,15:16,eey9,2,,0,,,,
102,19/06/2015,15:16,eey9,3,,0,,,,
102,19/06/2015,15:16,eey9,4,,1,,53.0,2.6,
102,19/06/2015,15:16,eey9,5,,1,,57.4,2.3,
102,19/06/2015,15:17,eey9,6,,0,,45.6,3.0,
103,19/06/2015,15:17,eey9,,100.0,0,28,,,
103,19/06/2015,15:18,eey9,1,,0,,,,
103,19/06/2015,15:19,eey9,2,,0,,,,
103,19/06/2015,15:19,eey9,3,,0,,,,
103,19/06/2015,15:19,eey9,4,,1,,53.5,2.6,
103,19/06/2015,15:19,eey9,5,,1,,68.6,3.0,
103,19/06/2015,15:19,eey9,6,,0,,70.8,3.0,
103,19/06/2015,15:20,eey9,7,,0,,42.6,2.8,
111,19/06/2015,15:20,eey9,,87.0,0,33,,,
111,19/06/2015,15:22,eey9,1,,0,,,,
111,19/06/2015,15:22,eey9,2,,0,,,,
111,19/06/2015,15:22,eey9,3,,1,,54.5,2.1,
111,19/06/2015,15:23,eey9,4,,0,,74.7,2.0,
111,19/06/2015,15:23,eey9,5,,0,,57.0,1.7,
111,19/06/2015,15:23,eey9,6,,0,,30.3,1.0,
112,19/06/2015,15:24,eey9,,85.0,0,20,,,
112,19/06/2015,15:25,eey9,1,,0,,,,
112,19/06/2015,15:25,eey9,2,,0,,,,
112,19/06/2015,15:25,eey9,3,,1,,55.0,2.2,
112,19/06/2015,15:25,eey9,4,,1,,64.0,2.0,
112,19/06/2015,15:26,eey9,5,,0,,68.5,1.7,
112,19/06/2015,15:26,eey9,6,,0,,43.7,1.5,
112,19/06/2015,15:26,eey9,7,,0,,26.5,0.7,
123,19/06/2015,15:27,eey9,,117.0,0,20,,,
113,19/06/2015,15:27,eey9,,75.0,0,25,,,
113,19/06/2015,15:28,eey9,1,,0,,,,
113,19/06/2015,15:28,eey9,2,,1,,29.5,1.3,
113,19/06/2015,15:28,eey9,3,,1,,53.2,1.6,
113,19/06/2015,15:29,eey9,4,,0,,59.2,1.6,
113,19/06/2015,15:29,eey9,5,,0,,37.2,1.4,
121,19/06/2015,15:29,eey9,,115.0,0,14,,,2
121,19/06/2015,15:31,eey9,1,,1,,31.5,1.8,
121,19/06/2015,15:34,eey9,2,,1,,49.8,2.2,
121,19/06/2015,15:35,eey9,3,,1,,66.0,2.8,
121,19/06/2015,15:35,eey9,4,,1,,69.5,2.8,
121,19/06/2015,15:35,eey9,5,,0,,64.0,2.8,
121,19/06/2015,15:36,eey9,6,,0,,46.7,2.2,
122,19/06/2015,15:36,eey9,,100.0,0,18,,,
122,19/06/2015,15:37,eey9,1,,0,,,,
122,19/06/2015,15:37,eey9,2,,0,,,,
122,19/06/2015,15:37,eey9,3,,0,,,,
122,19/06/2015,15:37,eey9,4,,1,,57.5,2.7,
122,19/06/2015,15:37,eey9,5,,1,,66.6,2.5,
122,19/06/2015,15:38,eey9,6,,0,,60.2,2.6,
122,19/06/2015,15:38,eey9,7,,0,,27.0,2.2,
123,19/06/2015,15:40,eey9,1,,0,,,,
123,19/06/2015,15:40,eey9,2,,0,,,,
123,19/06/2015,15:40,eey9,3,,1,,63.5,3.0,
123,19/06/2015,15:40,eey9,4,,1,,78.0,2.8,
123,19/06/2015,15:40,eey9,5,,0,,86.0,3.2,
123,19/06/2015,15:41,eey9,6,,0,,59.6,2.8,
131,19/06/2015,15:42,eey9,,86.0,0,16,,,
131,19/06/2015,15:43,eey9,1,,0,,,,
131,19/06/2015,15:43,eey9,2,,0,,,,
131,19/06/2015,15:43,eey9,3,,1,,61.5,2.5,
131,19/06/2015,15:44,eey9,4,,1,,69.5,2.8,
131,19/06/2015,15:44,eey9,5,,1,,74.2,3.0,
131,19/06/2015,15:44,eey9,6,,0,,57.0,3.0,
133,19/06/2015,15:45,eey9,,93.0,0,25,,,
133,19/06/2015,15:46,eey9,1,,0,,,,
133,19/06/2015,15:46,eey9,2,,0,,,,
133,19/06/2015,15:47,eey9,3,,1,,51.3,1.8,
133,19/06/2015,15:47,eey9,4,,0,,61.2,2.0,
133,19/06/2015,15:47,eey9,5,,0,,39.6,1.2,
132,19/06/2015,15:48,eey9,,69.0,0,16,,,
132,19/06/2015,15:51,eey9,1,,0,,,,
132,19/06/2015,15:51,eey9,2,,0,,,,
132,19/06/2015,15:51,eey9,3,,1,,38.0,1.6,
132,19/06/2015,15:51,eey9,4,,1,,44.5,2.1,
132,19/06/2015,15:52,eey9,5,,0,,42.6,2.0,
132,19/06/2015,15:52,eey9,6,,0,,27.0,1.1,
141,19/06/2015,15:53,eey9,,80.0,0,29,,,
141,19/06/2015,15:54,eey9,1,,0,,,,
141,19/06/2015,15:54,eey9,2,,0,,,,
141,19/06/2015,15:54,eey9,3,,0,,,,
141,19/06/2015,15:54,eey9,4,,1,,68.0,2.1,
141,19/06/2015,15:54,eey9,5,,0,,87.2,2.2,
141,19/06/2015,15:55,eey9,6,,0,,54.5,1.8,
141,19/06/2015,15:55,eey9,7,,0,,37.2,1.3,
142,19/06/2015,15:55,eey9,,93.0,0,34,,,2
142,19/06/2015,15:56,eey9,1,,1,,4.0,0.5,
142,19/06/2015,15:59,eey9,2,,1,,25.5,1.3,
142,19/06/2015,15:59,eey9,3,,1,,51.1,1.9,
142,19/06/2015,15:59,eey9,4,,1,,76.7,2.0,
142,19/06/2015,16:00,eey9,5,,0,,70.2,1.5,
142,19/06/2015,16:00,eey9,6,,0,,38.5,1.2,
143,19/06/2015,16:00,eey9,,82.0,0,29,,,
143,19/06/2015,16:01,eey9,1,,0,,,,
143,19/06/2015,16:02,eey9,2,,0,,,,
143,19/06/2015,16:02,eey9,3,,1,,53.2,2.0,
143,19/06/2015,16:02,eey9,4,,1,,65.0,1.8,
143,19/06/2015,16:03,eey9,5,,0,,71.6,1.8,
143,19/06/2015,16:04,eey9,6,,0,,42.4,1.7,
151,19/06/2015,16:05,eey9,,106.0,0,24,,,
151,19/06/2015,16:06,eey9,1,,0,,,,
151,19/06/2015,16:06,eey9,2,,1,,505.0,2.0,
151,19/06/2015,16:06,eey9,3,,1,,65.5,2.4,
151,19/06/2015,16:07,eey9,4,,0,,67.0,2.6,
152,19/06/2015,16:07,eey9,,0.94,0,30,,,
152,19/06/2015,16:08,eey9,1,,0,,,,
152,19/06/2015,16:09,eey9,2,,0,,,,
152,19/06/2015,16:09,eey9,3,,1,,58.5,2.0,
152,19/06/2015,16:09,eey9,4,,1,,66.6,2.5,
152,19/06/2015,16:09,eey9,5,,0,,52.6,1.6,
153,19/06/2015,16:10,eey9,,82.0,0,29,,,
153,19/06/2015,16:11,eey9,1,,0,,,,
153,19/06/2015,16:11,eey9,2,,0,,,,
153,19/06/2015,16:11,eey9,3,,1,,45.2,2.4,
153,19/06/2015,16:11,eey9,4,,1,,56.9,3.0,
153,19/06/2015,16:12,eey9,5,,0,,62.5,2.8,
153,19/06/2015,16:12,eey9,6,,0,,44.6,2.7,
161,19/06/2015,16:13,eey9,,98.0,0,34,,,
161,19/06/2015,16:14,eey9,1,,0,,,,
161,19/06/2015,16:14,eey9,2,,0,,,,
161,19/06/2015,16:14,eey9,3,,1,,59.0,1.7,
161,19/06/2015,16:14,eey9,4,,1,,49.6,1.8,
161,19/06/2015,16:15,eey9,5,,0,,50.2,1.5,
161,19/06/2015,16:15,eey9,6,,0,,28.6,1.0,
162,19/06/2015,16:15,eey9,,93.0,0,34,,,
162,19/06/2015,16:16,eey9,1,,0,,,,
162,19/06/2015,16:16,eey9,2,,0,,,,
162,19/06/2015,16:16,eey9,3,,0,,,,
162,19/06/2015,16:16,eey9,4,,1,,70.9,2.0,
162,19/06/2015,16:16,eey9,5,,0,,73.0,1.7,
162,19/06/2015,16:17,eey9,6,,0,,43.6,1.6,
162,19/06/2015,16:17,eey9,7,,0,,24.3,0.7,
163,19/06/2015,16:17,eey9,,110.0,0,46,,,
163,19/06/2015,16:18,eey9,1,,0,,,,
163,19/06/2015,16:18,eey9,2,,0,,,,
163,19/06/2015,16:18,eey9,3,,1,,54.0,2.2,
163,19/06/2015,16:19,eey9,4,,1,,82.7,2.2,
163,19/06/2015,16:19,eey9,5,,0,,76.2,2.0,
172,19/06/2015,16:20,eey9,,108.0,0,17,,,
172,19/06/2015,16:21,eey9,1,,0,,,,
172,19/06/2015,16:21,eey9,2,,0,,,,
172,19/06/2015,16:21,eey9,3,,0,,,,
172,19/06/2015,16:21,eey9,4,,1,,63.6,2.9,
172,19/06/2015,16:22,eey9,5,,1,,70.0,2.8,
172,19/06/2015,16:22,eey9,6,,0,,62.2,2.8,
172,19/06/2015,16:23,eey9,7,,0,,36.5,2.5,
171,19/06/2015,16:24,eey9,,118.0,0,17,,,
171,19/06/2015,16:24,eey9,1,,0,,,,
171,19/06/2015,16:24,eey9,2,,0,,,,
171,19/06/2015,16:24,eey9,3,,0,,,,
171,19/06/2015,16:24,eey9,4,,1,,60.4,2.3,
171,19/06/2015,16:24,eey9,5,,1,,68.2,2.5,
171,19/06/2015,16:25,eey9,6,,0,,48.2,2.5,
173,19/06/2015,16:25,eey9,,104.0,0,18,,,
173,19/06/2015,16:26,eey9,1,,0,,,,
173,19/06/2015,16:26,eey9,2,,0,,,,
173,19/06/2015,16:26,eey9,3,,1,,63.3,2.0,
173,19/06/2015,16:26,eey9,4,,1,,74.0,2.4,
173,19/06/2015,16:26,eey9,5,,0,,68.2,2.6,
173,19/06/2015,16:27,eey9,6,,0,,55.0,2.2,
181,19/06/2015,16:28,eey9,,83.0,0,29,,,
181,19/06/2015,16:28,eey9,1,,0,,,,
181,19/06/2015,16:28,eey9,2,,0,,,,
181,19/06/2015,16:28,eey9,3,,1,,51.5,1.7,
181,19/06/2015,16:28,eey9,4,,1,,65.4,2.2,
181,19/06/2015,16:29,eey9,5,,0,,68.8,2.0,
181,19/06/2015,16:29,eey9,6,,0,,41.0,1.7,
181,19/06/2015,16:29,eey9,7,,0,,23.0,0.7,
182,19/06/2015,16:30,eey9,,103.0,0,35,,,
182,19/06/2015,16:31,eey9,1,,0,,,,
182,19/06/2015,16:31,eey9,2,,1,,32.0,2.0,
182,19/06/2015,16:31,eey9,3,,1,,57.0,2.0,
182,19/06/2015,16:32,eey9,4,,0,,71.0,2.0,
182,19/06/2015,16:32,eey9,5,,0,,48.7,1.2,
183,19/06/2015,16:33,eey9,,94.0,0,34,,,
183,19/06/2015,16:33,eey9,1,,0,,,,
183,19/06/2015,16:33,eey9,2,,0,,,,
183,19/06/2015,16:33,eey9,3,,1,,42.0,2.2,
183,19/06/2015,16:33,eey9,4,,1,,58.5,2.3,
183,19/06/2015,16:34,eey9,5,,0,,80.4,2.4,
183,19/06/2015,16:34,eey9,6,,0,,73.2,2.0,
183,19/06/2015,16:34,eey9,7,,0,,44.2,1.5,
27844,23/06/2015,11:21,eey9,,107.0,0,108,,,
27844,23/06/2015,11:22,eey9,1,,0,,,,
27844,23/06/2015,11:22,eey9,2,,0,,,,
27844,23/06/2015,11:22,eey9,3,,0,,,,
27844,23/06/2015,11:22,eey9,4,,0,,,,
27844,23/06/2015,11:23,eey9,5,,1,,63.3,1.5,
27844,23/06/2015,11:23,eey9,6,,0,,57.8,1.4,
27844,23/06/2015,11:23,eey9,7,,0,,37.0,1.2,
27880,23/06/2015,11:25,eey9,,90.0,0,102,,,
27880,23/06/2015,11:26,eey9,1,,0,,,,
27880,23/06/2015,11:27,eey9,2,,0,,,,
27880,23/06/2015,11:27,eey9,3,,0,,,,
27880,23/06/2015,11:27,eey9,4,,0,,,,
27880,23/06/2015,11:27,eey9,5,,1,,56.5,1.8,
27880,23/06/2015,11:27,eey9,6,,0,,63.8,1.8,
27880,23/06/2015,11:28,eey9,7,,0,,31.6,0.8,
27874,23/06/2015,11:29,eey9,,102.0,0,118,,,
27874,23/06/2015,11:30,eey9,1,,0,,,,
27874,23/06/2015,11:30,eey9,2,,0,,,,
27874,23/06/2015,11:30,eey9,3,,0,,,,
27874,23/06/2015,11:30,eey9,4,,0,,,,
27874,23/06/2015,11:30,eey9,5,,1,,62.5,1.3,
27874,23/06/2015,11:31,eey9,6,,0,,49.4,1.3,
27874,23/06/2015,11:31,eey9,7,,0,,28.9,0.9,
27829,23/06/2015,11:33,eey9,,73.0,0,108,,,
27829,23/06/2015,11:34,eey9,1,,0,,,,
27829,23/06/2015,11:34,eey9,2,,0,,,,
27829,23/06/2015,11:34,eey9,3,,0,,,,
27829,23/06/2015,11:34,eey9,4,,1,,35.9,0.8,
27829,23/06/2015,11:34,eey9,5,,0,,41.3,0.7,
27829,23/06/2015,11:35,eey9,6,,0,,26.5,0.6,
27829,23/06/2015,11:36,eey9,7,,0,,14.6,0.2,
27850,23/06/2015,11:38,eey9,,118.0,0,128,,,
27850,23/06/2015,11:40,eey9,1,,0,,,,
27850,23/06/2015,11:40,eey9,2,,0,,,,
27850,23/06/2015,11:40,eey9,3,,0,,,,
27850,23/06/2015,11:41,eey9,4,,0,,,,
27850,23/06/2015,11:41,eey9,5,,1,,56.5,1.2,
27850,23/06/2015,11:41,eey9,6,,1,,67.2,1.0,
27850,23/06/2015,11:41,eey9,7,,0,,56.7,1.1,
27850,23/06/2015,11:42,eey9,8,,0,,29.3,0.5,
27850,23/06/2015,11:43,eey9,9,,0,,8.3,0.1,
27958,23/06/2015,11:43,eey9,,98.0,0,112,,,
27958,23/06/2015,11:47,eey9,1,,0,,,,
27958,23/06/2015,11:47,eey9,2,,0,,,,
27958,23/06/2015,11:47,eey9,3,,0,,,,
27958,23/06/2015,11:47,eey9,4,,1,,55.4,1.3,
27958,23/06/2015,11:48,eey9,5,,0,,57.2,1.3,
27958,23/06/2015,11:48,eey9,6,,0,,33.2,1.2,
27958,23/06/2015,11:49,eey9,7,,0,,9.5,0.1,
27908,23/06/2015,11:51,eey9,,86.0,0,108,,,
27908,23/06/2015,11:52,eey9,1,,0,,,,
27908,23/06/2015,11:52,eey9,2,,0,,,,
27908,23/06/2015,11:52,eey9,3,,0,,,,
27908,23/06/2015,11:52,eey9,4,,0,,,,
27908,23/06/2015,11:52,eey9,5,,0,,,,
27908,23/06/2015,11:52,eey9,6,,1,,45.5,0.7,
27908,23/06/2015,11:52,eey9,7,,0,,47.3,0.7,
27908,23/06/2015,11:53,eey9,8,,0,,34.1,0.5,
27908,23/06/2015,11:53,eey9,9,,0,,12.2,0.1,
27918,23/06/2015,11:54,eey9,,109.0,0,118,,,
27918,23/06/2015,11:55,eey9,1,,0,,,,
27918,23/06/2015,11:57,eey9,2,,0,,,,
27918,23/06/2015,11:57,eey9,3,,1,,65.0,0.8,
27918,23/06/2015,11:57,eey9,4,,0,,52.1,0.7,
27918,23/06/2015,11:57,eey9,5,,0,,26.6,0.4,
27986,23/06/2015,11:59,eey9,,109.0,0,180,,,
27986,23/06/2015,12:01,eey9,1,,0,,,,
27986,23/06/2015,12:01,eey9,2,,0,,,,
27986,23/06/2015,12:01,eey9,3,,0,,,,
27986,23/06/2015,12:01,eey9,4,,1,,59.6,1.6,
27986,23/06/2015,12:01,eey9,5,,0,,68.5,1.6,
27986,23/06/2015,12:02,eey9,6,,0,,46.0,1.3,
27986,23/06/2015,12:03,eey9,7,,0,,24.8,0.7,
27963,23/06/2015,12:03,eey9,,89.0,0,104,,,
27963,23/06/2015,12:05,eey9,1,,0,,,,
27963,23/06/2015,12:06,eey9,2,,0,,,,
27963,23/06/2015,12:06,eey9,3,,0,,,,
27963,23/06/2015,12:06,eey9,4,,0,,,,
27963,23/06/2015,12:06,eey9,5,,1,,58.6,1.9,
27963,23/06/2015,12:06,eey9,6,,0,,52.1,1.8,
27963,23/06/2015,12:06,eey9,7,,0,,32.3,1.2,
28040,23/06/2015,12:08,eey9,,92.0,0,110,,,
28040,23/06/2015,12:09,eey9,1,,0,,,,
28040,23/06/2015,12:09,eey9,2,,0,,,,
28040,23/06/2015,12:09,eey9,3,,0,,,,
28040,23/06/2015,12:09,eey9,4,,0,,,,
28040,23/06/2015,12:09,eey9,5,,1,,54.3,1.8,
28040,23/06/2015,12:09,eey9,6,,0,,57.3,1.8,
28040,23/06/2015,12:10,eey9,7,,0,,36.3,1.1,
28092,23/06/2015,12:10,eey9,,71.0,0,76,,,
28092,23/06/2015,12:11,eey9,1,,0,,,,
28092,23/06/2015,12:12,eey9,2,,0,,,,
28092,23/06/2015,12:12,eey9,3,,0,,,,
28092,23/06/2015,12:12,eey9,4,,0,,,,
28092,23/06/2015,12:12,eey9,5,,1,,44.6,0.7,
28092,23/06/2015,12:12,eey9,6,,0,,52.2,0.6,
28092,23/06/2015,12:13,eey9,7,,0,,37.2,0.7,
28092,23/06/2015,12:13,eey9,8,,0,,19.0,0.3,
28035,23/06/2015,12:15,eey9,,109.0,0,188,,,
28035,23/06/2015,12:16,eey9,1,,0,,,,
28035,23/06/2015,12:17,eey9,2,,0,,,,
28035,23/06/2015,12:17,eey9,3,,0,,,,
28035,23/06/2015,12:17,eey9,4,,0,,,,
28035,23/06/2015,12:17,eey9,5,,1,,65.1,1.5,
28035,23/06/2015,12:17,eey9,6,,0,,56.6,1.7,
28035,23/06/2015,12:17,eey9,7,,0,,38.8,1.1,
28035,23/06/2015,12:18,eey9,8,,0,,3.6,0.1,
28088,23/06/2015,12:18,eey9,,104.0,0,134,,,
28088,23/06/2015,12:19,eey9,1,,0,,,,
28088,23/06/2015,12:20,eey9,2,,0,,,,
28088,23/06/2015,12:20,eey9,3,,0,,,,
28088,23/06/2015,12:20,eey9,4,,0,,,,
28088,23/06/2015,12:20,eey9,5,,1,,58.7,1.1,
28088,23/06/2015,12:20,eey9,6,,0,,65.7,1.1,
28088,23/06/2015,12:21,eey9,7,,0,,51.2,0.8,
28088,23/06/2015,12:21,eey9,8,,0,,29.1,0.3,
28080,23/06/2015,12:22,eey9,,111.0,0,124,,,
28080,23/06/2015,12:23,eey9,1,,0,,,,
28080,23/06/2015,12:24,eey9,2,,0,,,,
28080,23/06/2015,12:24,eey9,3,,0,,,,
28080,23/06/2015,12:24,eey9,4,,0,,,,
28080,23/06/2015,12:24,eey9,5,,1,,61.0,1.5,
28080,23/06/2015,12:24,eey9,6,,0,,61.6,1.5,
28080,23/06/2015,12:24,eey9,7,,0,,39.1,1.2,
28080,23/06/2015,12:25,eey9,8,,0,,13.4,0.1,
403,24/06/2015,09:17,eey9,9,,0,,9.0,0.2,
392,24/06/2015,09:24,eey9,10,,0,,15.0,0.2,
393,24/06/2015,09:28,eey9,8,,0,,18.0,0.4,
421,24/06/2015,09:31,eey9,8,,0,,11.0,0.8,
423,24/06/2015,09:36,eey9,9,,0,,25.6,0.7,
461,24/06/2015,09:40,eey9,8,,0,,7.3,0.1,
463,24/06/2015,09:43,eey9,8,,0,,6.7,0.1,
511,24/06/2015,09:47,eey9,8,,0,,26.0,1.3,
