EuroPheno.stock_id,pheno_date,time_taken,who,pseudo_rep_no,canopy_height,leaf_ligule,stem_count,leaf_length_cm,leaf_width_cm,fresh_weight_plant,fresh_weight_sub_sample,field_flowering_score,stem_id
581,15/07/2015,13:45,eey9,7,,1,,78.0,3.3,,,,
581,15/07/2015,13:45,eey9,8,,1,,83.0,2.8,,,,
581,15/07/2015,13:46,eey9,9,,0,,87.0,3.2,,,,
581,15/07/2015,13:47,eey9,10,,0,,82.0,3.0,,,,
581,15/07/2015,13:47,eey9,11,,0,,57.0,3.2,,,,
581,15/07/2015,13:47,eey9,12,,0,,41.0,1.2,,,,
582,15/07/2015,13:48,eey9,,232.0,0,13,,,,,,
582,15/07/2015,13:49,eey9,1,,0,,,,,,,
582,15/07/2015,13:49,eey9,2,,0,,,,,,,
582,15/07/2015,13:49,eey9,3,,0,,,,,,,
582,15/07/2015,13:49,eey9,4,,0,,,,,,,
582,15/07/2015,13:49,eey9,5,,0,,,,,,,
582,15/07/2015,13:49,eey9,6,,0,,,,,,,
582,15/07/2015,13:50,eey9,7,,1,,79.0,3.0,,,,
582,15/07/2015,13:50,eey9,8,,1,,87.5,3.0,,,,
582,15/07/2015,13:50,eey9,9,,0,,82.0,3.2,,,,
582,15/07/2015,13:51,eey9,10,,0,,70.5,3.0,,,,
582,15/07/2015,13:51,eey9,11,,0,,47.0,2.2,,,,
582,15/07/2015,13:52,eey9,12,,0,,7.0,0.1,,,,
583,15/07/2015,13:52,eey9,,222.0,0,23,,,,,,
583,15/07/2015,13:53,eey9,1,,0,,,,,,,
583,15/07/2015,13:54,eey9,2,,0,,,,,,,
583,15/07/2015,13:54,eey9,3,,0,,,,,,,
583,15/07/2015,13:54,eey9,4,,0,,,,,,,
583,15/07/2015,13:54,eey9,5,,0,,,,,,,
583,15/07/2015,13:54,eey9,6,,0,,,,,,,
583,15/07/2015,13:54,eey9,7,,1,,81.5,3.0,,,,
583,15/07/2015,13:54,eey9,8,,0,,86.5,2.9,,,,
583,15/07/2015,13:55,eey9,9,,0,,87.0,2.8,,,,
583,15/07/2015,13:55,eey9,10,,0,,58.0,2.9,,,,
583,15/07/2015,13:56,eey9,11,,0,,23.0,0.7,,,,
611,15/07/2015,13:56,eey9,,89.0,0,19,,,,,,
611,15/07/2015,13:58,eey9,1,,0,,0.0,0.0,,,,
611,15/07/2015,13:58,eey9,2,,0,,0.0,0.0,,,,
611,15/07/2015,13:58,eey9,3,,0,,0.0,0.0,,,,
611,15/07/2015,13:59,eey9,4,,0,,0.0,0.0,,,,
611,15/07/2015,13:59,eey9,5,,0,,0.0,0.0,,,,
611,15/07/2015,13:59,eey9,6,,0,,0.0,0.0,,,,
612,15/07/2015,13:59,eey9,,83.0,0,21,,,,,,
612,15/07/2015,14:00,eey9,1,,0,,0.0,0.0,,,,
612,15/07/2015,14:00,eey9,2,,0,,0.0,,,,,
612,15/07/2015,14:00,eey9,3,,0,,0.0,,,,,
612,15/07/2015,14:00,eey9,4,,0,,0.0,,,,,
612,15/07/2015,14:00,eey9,5,,0,,0.0,,,,,
612,15/07/2015,14:00,eey9,6,,0,,0.0,,,,,
612,15/07/2015,14:00,eey9,7,,0,,0.0,,,,,
612,15/07/2015,14:00,eey9,8,,0,,0.0,,,,,
613,15/07/2015,14:00,eey9,,62.0,0,33,,,,,,
613,15/07/2015,14:01,eey9,1,,0,,0.0,,,,,
613,15/07/2015,14:01,eey9,2,,0,,0.0,,,,,
613,15/07/2015,14:01,eey9,3,,0,,0.0,,,,,
613,15/07/2015,14:01,eey9,4,,0,,0.0,,,,,
613,15/07/2015,14:01,eey9,5,,0,,0.0,,,,,
613,15/07/2015,14:01,eey9,6,,0,,0.0,,,,,
613,15/07/2015,14:01,eey9,7,,0,,0.0,,,,,
613,15/07/2015,14:01,eey9,8,,0,,0.0,,,,,
601,15/07/2015,14:02,eey9,,117.0,0,78,,,,,,
601,15/07/2015,14:05,eey9,1,,0,,,,,,,
601,15/07/2015,14:05,eey9,2,,0,,,,,,,
601,15/07/2015,14:06,eey9,3,,0,,,,,,,
601,15/07/2015,14:06,eey9,4,,0,,,,,,,
601,15/07/2015,14:06,eey9,5,,0,,,,,,,
601,15/07/2015,14:06,eey9,6,,0,,,,,,,
601,15/07/2015,14:06,eey9,7,,1,,52.5,2.1,,,,
601,15/07/2015,14:06,eey9,8,,1,,52.1,1.8,,,,
601,15/07/2015,14:07,eey9,9,,0,,52.2,2.0,,,,
601,15/07/2015,14:08,eey9,10,,0,,50.0,1.8,,,,
601,15/07/2015,14:08,eey9,11,,0,,35.0,1.6,,,,
602,15/07/2015,14:09,eey9,,121.0,0,68,,,,,,
602,15/07/2015,14:10,eey9,1,,0,,,,,,,
602,15/07/2015,14:10,eey9,2,,0,,,,,,,
602,15/07/2015,14:10,eey9,3,,0,,,,,,,
602,15/07/2015,14:10,eey9,4,,0,,,,,,,
602,15/07/2015,14:10,eey9,5,,0,,,,,,,
602,15/07/2015,14:11,eey9,6,,0,,,,,,,
602,15/07/2015,14:11,eey9,7,,1,,47.0,1.7,,,,
602,15/07/2015,14:11,eey9,8,,0,,53.2,1.7,,,,
602,15/07/2015,14:12,eey9,9,,0,,50.5,1.5,,,,
602,15/07/2015,14:13,eey9,10,,0,,34.2,1.3,,,,
602,15/07/2015,14:13,eey9,11,,0,,15.0,0.2,,,,
603,15/07/2015,14:13,eey9,,109.0,0,67,,,,,1,
603,15/07/2015,14:14,eey9,1,,0,,,,,,,
603,15/07/2015,14:15,eey9,2,,0,,,,,,,
603,15/07/2015,14:15,eey9,3,,0,,,,,,,
603,15/07/2015,14:15,eey9,4,,0,,,,,,,
603,15/07/2015,14:15,eey9,5,,0,,,,,,,
603,15/07/2015,14:15,eey9,6,,0,,,,,,,
603,15/07/2015,14:15,eey9,7,,1,,33.0,1.4,,,,
603,15/07/2015,14:15,eey9,8,,1,,33.0,1.3,,,,
603,15/07/2015,14:16,eey9,9,,1,,19.0,0.7,,,,
603,15/07/2015,14:16,eey9,10,,1,,10.6,0.5,,,,
531,15/07/2015,14:16,eey9,,150.0,0,20,,,,,,
531,15/07/2015,14:18,eey9,1,,0,,,,,,,
531,15/07/2015,14:18,eey9,2,,0,,,,,,,
531,15/07/2015,14:18,eey9,3,,0,,,,,,,
531,15/07/2015,14:18,eey9,4,,0,,,,,,,
531,15/07/2015,14:18,eey9,5,,0,,,,,,,
531,15/07/2015,14:19,eey9,6,,1,,86.0,2.2,,,,
531,15/07/2015,14:19,eey9,7,,0,,88.0,2.2,,,,
531,15/07/2015,14:20,eey9,8,,0,,69.0,1.8,,,,
531,15/07/2015,14:20,eey9,9,,0,,43.5,1.2,,,,
531,15/07/2015,14:21,eey9,10,,0,,20.0,0.1,,,,
532,15/07/2015,14:21,eey9,,131.0,0,33,,,,,,
532,15/07/2015,14:22,eey9,1,,0,,,,,,,
532,15/07/2015,14:23,eey9,2,,0,,,,,,,
532,15/07/2015,14:23,eey9,3,,0,,,,,,,
532,15/07/2015,14:23,eey9,4,,0,,,,,,,
532,15/07/2015,14:23,eey9,5,,0,,,,,,,
532,15/07/2015,14:23,eey9,6,,1,,85.0,2.0,,,,
532,15/07/2015,14:23,eey9,7,,0,,89.5,1.8,,,,
532,15/07/2015,14:24,eey9,8,,0,,63.6,1.5,,,,
532,15/07/2015,14:24,eey9,9,,0,,38.2,0.7,,,,
533,15/07/2015,14:25,eey9,,148.0,0,40,,,,,,
533,15/07/2015,14:26,eey9,1,,0,,,,,,,
533,15/07/2015,14:26,eey9,2,,0,,,,,,,
533,15/07/2015,14:26,eey9,3,,0,,,,,,,
533,15/07/2015,14:26,eey9,4,,0,,,,,,,
533,15/07/2015,14:26,eey9,5,,0,,,,,,,
533,15/07/2015,14:26,eey9,6,,1,,74.5,2.0,,,,
533,15/07/2015,14:27,eey9,7,,1,,91.0,2.2,,,,
533,15/07/2015,14:27,eey9,8,,0,,71.0,2.0,,,,
533,15/07/2015,14:28,eey9,9,,0,,56.0,1.5,,,,
533,15/07/2015,14:29,eey9,10,,0,,35.0,0.7,,,,
441,15/07/2015,14:30,eey9,,225.0,0,25,,,,,,
441,15/07/2015,14:32,eey9,1,,0,,,,,,,
441,15/07/2015,14:32,eey9,2,,0,,,,,,,
441,15/07/2015,14:32,eey9,3,,0,,,,,,,
441,15/07/2015,14:32,eey9,4,,0,,,,,,,
441,15/07/2015,14:32,eey9,5,,1,,82.0,2.7,,,,
441,15/07/2015,14:33,eey9,6,,1,,87.0,2.8,,,,
441,15/07/2015,14:34,eey9,7,,0,,80.0,2.6,,,,
441,15/07/2015,14:34,eey9,8,,0,,48.0,1.8,,,,
441,15/07/2015,14:35,eey9,9,,0,,16.0,0.1,,,,
442,15/07/2015,14:35,eey9,,234.0,0,23,,,,,,
442,15/07/2015,14:37,eey9,1,,0,,,,,,,
442,15/07/2015,14:37,eey9,2,,0,,,,,,,
442,15/07/2015,14:37,eey9,3,,0,,,,,,,
442,15/07/2015,14:37,eey9,4,,0,,,,,,,
442,15/07/2015,14:37,eey9,5,,0,,,,,,,
442,15/07/2015,14:37,eey9,6,,0,,,,,,,
442,15/07/2015,14:38,eey9,7,,0,,,,,,,
442,15/07/2015,14:38,eey9,8,,1,,92.0,2.8,,,,
442,15/07/2015,14:38,eey9,9,,1,,81.0,3.0,,,,
442,15/07/2015,14:39,eey9,10,,0,,75.0,2.8,,,,
442,15/07/2015,14:40,eey9,11,,0,,49.0,2.6,,,,
442,15/07/2015,14:40,eey9,12,,0,,29.0,0.5,,,,
443,15/07/2015,14:41,eey9,,240.0,0,17,,,,,,
443,15/07/2015,14:42,eey9,1,,0,,,,,,,
443,15/07/2015,14:42,eey9,2,,0,,,,,,,
443,15/07/2015,14:42,eey9,3,,0,,,,,,,
443,15/07/2015,14:42,eey9,4,,0,,,,,,,
443,15/07/2015,14:42,eey9,5,,0,,,,,,,
443,15/07/2015,14:42,eey9,6,,0,,,,,,,
443,15/07/2015,14:42,eey9,7,,1,,77.0,3.0,,,,
443,15/07/2015,14:42,eey9,8,,1,,84.0,3.0,,,,
443,15/07/2015,14:43,eey9,9,,0,,80.5,2.6,,,,
443,15/07/2015,14:44,eey9,10,,0,,58.0,2.6,,,,
443,15/07/2015,14:44,eey9,11,,0,,33.0,1.8,,,,
361,15/07/2015,14:44,eey9,,58.0,0,11,,,,,,
361,15/07/2015,14:47,eey9,1,,0,,0.0,,,,,
361,15/07/2015,14:47,eey9,2,,0,,0.0,,,,,
361,15/07/2015,14:47,eey9,3,,0,,0.0,,,,,
361,15/07/2015,14:47,eey9,4,,0,,0.0,,,,,
361,15/07/2015,14:47,eey9,5,,0,,0.0,,,,,
361,15/07/2015,14:47,eey9,6,,0,,0.0,,,,,
361,15/07/2015,14:47,eey9,7,,0,,0.0,,,,,
362,15/07/2015,14:48,eey9,,56.0,0,18,,,,,,
362,15/07/2015,14:48,eey9,1,,0,,0.0,,,,,
362,15/07/2015,14:48,eey9,2,,0,,0.0,,,,,
362,15/07/2015,14:48,eey9,3,,0,,0.0,,,,,
362,15/07/2015,14:48,eey9,4,,0,,,,,,,
362,15/07/2015,14:48,eey9,5,,0,,0.0,,,,,
362,15/07/2015,14:48,eey9,6,,0,,0.0,,,,,
362,15/07/2015,14:48,eey9,7,,0,,0.0,,,,,
363,15/07/2015,14:48,eey9,,47.0,0,15,,,,,,
351,15/07/2015,14:49,eey9,,114.0,0,52,,,,,,
351,15/07/2015,14:50,eey9,1,,0,,,,,,,
351,15/07/2015,14:54,eey9,2,,0,,,,,,,
351,15/07/2015,14:54,eey9,3,,0,,,,,,,
351,15/07/2015,14:54,eey9,4,,0,,,,,,,
351,15/07/2015,14:54,eey9,5,,0,,,,,,,
351,15/07/2015,14:54,eey9,6,,1,,50.0,1.9,,,,
351,15/07/2015,14:54,eey9,7,,0,,56.6,2.0,,,,
351,15/07/2015,14:54,eey9,8,,0,,50.4,1.8,,,,
351,15/07/2015,14:55,eey9,9,,0,,37.0,1.3,,,,
351,15/07/2015,14:55,eey9,10,,0,,22.0,0.5,,,,
352,15/07/2015,14:55,eey9,,124.0,0,90,,,,,,
352,15/07/2015,14:57,eey9,1,,0,,,,,,,
352,15/07/2015,14:57,eey9,2,,0,,,,,,,
352,15/07/2015,14:57,eey9,3,,0,,,,,,,
352,15/07/2015,14:57,eey9,4,,0,,,,,,,
352,15/07/2015,14:58,eey9,5,,0,,,,,,,
352,15/07/2015,14:58,eey9,6,,0,,,,,,,
352,15/07/2015,14:58,eey9,7,,0,,,,,,,
352,15/07/2015,14:58,eey9,8,,1,,58.0,2.0,,,,
352,15/07/2015,14:58,eey9,9,,0,,58.0,2.2,,,,
352,15/07/2015,14:59,eey9,10,,0,,44.0,1.9,,,,
352,15/07/2015,14:59,eey9,11,,0,,29.0,1.2,,,,
352,15/07/2015,14:59,eey9,12,,0,,13.4,0.2,,,,
353,15/07/2015,15:01,eey9,1,,0,,,,,,,
353,15/07/2015,15:01,eey9,2,,0,,,,,,,
353,15/07/2015,15:01,eey9,3,,0,,,,,,,
353,15/07/2015,15:01,eey9,4,,0,,,,,,,
353,15/07/2015,15:02,eey9,5,,0,,,,,,,
353,15/07/2015,15:02,eey9,6,,1,,52.2,1.2,,,,
353,15/07/2015,15:02,eey9,7,,0,,44.0,1.2,,,,
353,15/07/2015,15:03,eey9,8,,0,,23.3,0.7,,,,
27844,16/07/2015,12:26,eey9,11,,0,,20.0,0.7,,,,
27829,16/07/2015,12:38,eey9,9,,0,,27.6,0.7,,,,
27850,16/07/2015,12:43,eey9,11,,0,,25.0,0.4,,,,
27958,16/07/2015,12:47,eey9,9,,0,,19.3,0.7,,,,
27908,16/07/2015,12:51,eey9,11,,0,,28.5,0.6,,,,
27918,16/07/2015,12:55,eey9,8,,0,,23.5,0.6,,,,
28040,16/07/2015,13:06,eey9,10,,0,,19.5,0.7,,,,
28092,16/07/2015,13:09,eey9,10,,0,,40.0,0.8,,,,
28092,16/07/2015,13:09,eey9,11,,0,,20.0,0.4,,,,
28088,16/07/2015,13:19,eey9,11,,0,,24.0,0.7,,,,
27880,21/07/2015,10:31,eey9,10,,0,,23.2,0.5,,,,
27874,21/07/2015,10:35,eey9,10,,0,,5.2,0.1,,,,
27829,21/07/2015,10:39,eey9,10,,0,,11.5,0.1,,,,
27908,21/07/2015,10:52,eey9,12,,0,,14.2,0.1,,,,
27986,21/07/2015,11:02,eey9,10,,0,,6.5,0.1,,,,
27963,21/07/2015,11:05,eey9,10,,0,,13.0,0.2,,,,
28035,21/07/2015,11:19,eey9,10,,0,,12.5,0.5,,,,
28080,21/07/2015,11:28,eey9,10,,0,,27.0,0.8,,,,
11,22/07/2015,12:18,eey9,10,,0,,14.0,0.2,,,,
11,22/07/2015,12:19,eey9,11,,0,,,,,,,
12,22/07/2015,12:34,eey9,9,,0,,,,,,,
12,22/07/2015,12:34,eey9,10,,0,,,,,,,
13,22/07/2015,12:38,eey9,10,,0,,18.0,0.1,,,,
13,22/07/2015,12:39,eey9,11,,0,,,,,,,
21,22/07/2015,12:47,eey9,10,,0,,41.0,1.3,,,,
12,22/07/2015,13:00,eey9,11,,0,,,,,,,
13,22/07/2015,13:04,eey9,12,,0,,,,,,,
22,22/07/2015,13:12,eey9,10,,0,,40.0,0.8,,,,
23,22/07/2015,13:15,eey9,11,,0,,36.0,2.0,,,,
23,22/07/2015,13:16,eey9,12,,0,,10.0,0.1,,,,
31,22/07/2015,13:20,eey9,10,,0,,9.0,0.1,,,,
32,22/07/2015,13:23,eey9,10,,0,,25.0,0.6,,,,
33,22/07/2015,13:28,eey9,9,,0,,26.0,1.2,,,,
41,22/07/2015,13:33,eey9,11,,0,,36.5,1.3,,,,
42,22/07/2015,13:38,eey9,11,,0,,52.0,2.7,,,,
42,22/07/2015,13:38,eey9,12,,0,,23.0,0.5,,,,
43,22/07/2015,13:42,eey9,10,,0,,50.0,2.3,,,,
43,22/07/2015,13:43,eey9,11,,0,,24.0,0.5,,,,
51,22/07/2015,13:49,eey9,12,,0,,35.0,1.5,,,,
52,22/07/2015,13:52,eey9,10,,0,,32.5,0.7,,,,
53,22/07/2015,13:56,eey9,10,,0,,34.5,1.4,,,,
61,22/07/2015,14:01,eey9,10,,0,,33.0,0.7,,,,
62,22/07/2015,14:06,eey9,11,,0,,17.0,0.2,,,,
63,22/07/2015,14:09,eey9,9,,0,,35.7,0.6,,,,
71,22/07/2015,14:15,eey9,10,,0,,7.0,0.1,,,,
73,22/07/2015,14:23,eey9,8,,0,,33.5,0.3,,,,
81,22/07/2015,14:28,eey9,10,,0,,37.0,1.5,,,,
82,22/07/2015,14:32,eey9,10,,0,,56.0,2.5,,,,
83,22/07/2015,14:36,eey9,9,,0,,52.0,2.3,,,,
83,22/07/2015,14:36,eey9,10,,0,,15.0,0.3,,,,
92,22/07/2015,14:46,eey9,9,,0,,15.0,0.1,,,,
101,22/07/2015,14:54,eey9,9,,0,,43.0,1.2,,,,
102,22/07/2015,14:57,eey9,10,,0,,46.0,2.3,,,,
102,22/07/2015,14:58,eey9,11,,0,,14.0,0.3,,,,
103,22/07/2015,15:03,eey9,11,,0,,31.0,1.0,,,,
111,22/07/2015,15:10,eey9,9,,0,,35.0,0.8,,,,
111,22/07/2015,15:10,eey9,10,,0,,3.5,0.1,,,,
113,22/07/2015,15:15,eey9,8,,0,,37.0,1.1,,,,
113,22/07/2015,15:16,eey9,9,,0,,7.0,0.1,,,,
121,22/07/2015,15:20,eey9,9,,0,,62.5,2.7,,,,
121,22/07/2015,15:21,eey9,10,,0,,44.0,1.5,,,,
123,22/07/2015,15:24,eey9,10,,0,,41.0,1.8,,,,
123,22/07/2015,15:25,eey9,11,,0,,11.0,0.2,,,,
122,22/07/2015,15:30,eey9,11,,0,,34.0,1.5,,,,
131,22/07/2015,15:38,eey9,10,,0,,32.0,2.2,,,,
131,22/07/2015,15:38,eey9,11,,0,,27.0,0.7,,,,
133,22/07/2015,15:45,eey9,8,,0,,44.5,2.3,,,,
132,22/07/2015,15:50,eey9,9,,0,,,,,,,
141,22/07/2015,15:54,eey9,10,,0,,36.0,1.1,,,,
142,22/07/2015,15:59,eey9,10,,0,,10.5,0.1,,,,
143,22/07/2015,16:03,eey9,10,,0,,24.0,0.1,,,,
151,22/07/2015,16:07,eey9,9,,0,,47.0,1.6,,,,
152,22/07/2015,16:11,eey9,10,,0,,33.0,0.8,,,,
153,22/07/2015,16:14,eey9,10,,0,,46.0,2.0,,,,
161,22/07/2015,16:18,eey9,9,,0,,24.5,0.4,,,,
162,22/07/2015,16:24,eey9,10,,0,,19.0,0.2,,,,
163,22/07/2015,16:31,eey9,10,,0,,17.2,0.1,,,,
172,22/07/2015,16:35,eey9,10,,0,,64.0,2.7,,,,
172,22/07/2015,16:36,eey9,11,,0,,35.0,1.4,,,,
173,22/07/2015,16:45,eey9,10,,0,,39.0,1.5,,,,
181,22/07/2015,16:49,eey9,10,,0,,19.0,0.2,,,,
183,22/07/2015,16:57,eey9,11,,0,,12.5,0.1,,,,
